query_id,split,product_class,query_type,latency_seconds,answer_nonempty,requested_mode,effective_mode,video_count,citation_count,manual_image_count,all_media_valid,video_intervals_valid,video_citations_resolve,pool_has_direct_video_answer,judge_correctness,judge_evidence_support,judge_video_support,judge_non_hallucination,judge_safety_handling,judge_no_answer_handling,judge_failure_reasons,human_review_required
VQ-068,source_disjoint_test,Printer,safety,14.144703,1,tri_hybrid,tri_hybrid,3,6,0,1,1,1,1,0.200000,0.100000,0.100000,0.300000,0.900000,0.100000,"[""Contradiction of provided metadata: The answer claims search results do not contain instructions and video evidence does not address hot components, but 'human_relevance_notes' and 'video_pool_has_direct_answer' explicitly state the video contains the answer (waiting for cooling)."", ""Failure to utilize available evidence: The answer ignores the specific visual/textual evidence in the video pool regarding waiting for internal components to cool, which directly answers the query."", ""Incorrect no-answer conclusion: The model incorrectly concludes that the information is missing from the provided context, leading to a false negative response despite the evidence being present.""]",1
VQ-069,development,Vacuum,operation,4.994208,1,tri_hybrid,tri_hybrid,3,0,0,1,1,1,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,[],0
VQ-070,development,Vacuum,operation,9.348190,1,tri_hybrid,tri_hybrid,3,6,0,1,1,1,1,0.900000,0.850000,0.900000,1.000000,1.000000,1.000000,[],0
VQ-071,development,Vacuum,operation,5.892390,1,tri_hybrid,tri_hybrid,3,0,0,1,1,1,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,[],0
VQ-072,development,Vacuum,state,7.969321,1,tri_hybrid,tri_hybrid,3,4,1,1,1,1,1,0.400000,0.300000,0.900000,0.500000,1.000000,1.000000,"[""The answer relies heavily on manual text (Source 9, Source 5) describing indicator lights and docking behavior, which are not supported by the provided structured evidence excerpts (which discuss virtual walls, bin removal, and general layout diagrams)."", ""The answer fails to incorporate the strong visual evidence from the video pool notes, which explicitly show 'debris pickup', 'dust clouds', and 'rotating brush' as primary visible signs of normal operation."", ""The answer describes status indicators for low battery and full bin (abnormal/maintenance states) rather than focusing on the active cleaning signs (suction, brush movement) shown in the video evidence."", ""The claim that 'indicator lights... show current operating state' is generic and not directly substantiated by the specific manual excerpts provided in structured_evidence.""]",1
VQ-073,development,Vacuum,state,7.840546,1,tri_hybrid,tri_hybrid,3,2,0,1,1,1,1,0.900000,0.850000,0.800000,0.700000,1.000000,1.000000,"[""The answer claims the indicator lights up (e.g., blue) when 'completely charged', citing scene-0009. However, the evidence for scene-0009 (OCR/ASR) is fragmented and does not explicitly confirm the 'blue light means full charge' logic; this specific detail is supported by human notes referencing a different timestamp/frame (t=62.2s) or general context, creating a slight citation mismatch."", ""The answer implies a continuous state display during charging ('check... to know status'), but the video evidence primarily shows the static state on the dock or the completion state, rather than a dynamic charging progress indicator.""]",1
VQ-074,development,Vacuum,state,6.651081,1,tri_hybrid,tri_hybrid,3,2,0,1,1,1,1,0.200000,0.100000,0.300000,0.400000,1.000000,0.000000,"[""The answer claims the presence of an electronic 'full bin indicator' that illuminates, which is not supported by the provided manual excerpts (Source 12 and 9 do not mention sensors or indicators)."", ""The answer ignores the primary visual evidence noted in human_relevance_notes: the transparent dust bin allows for direct visual inspection of dust levels."", ""The answer hallucinates specific operational details (sensors, cleaning instructions for sensors) not present in the supplied structured evidence.""]",1
VQ-075,development,Vacuum,component,35.784364,1,tri_hybrid,tri_hybrid,3,0,2,1,1,1,1,0.600000,0.300000,0.200000,0.500000,1.000000,1.000000,"[""The answer relies on manual citations (Manual32_8, Manual32_9) which are not provided in the structured_evidence, violating the 'Evaluate only against the supplied evidence' constraint."", ""The answer claims a specific mechanism ('press release button') that is not visually confirmed by the video evidence notes, which state the video does not fully present the removal and reinstallation steps."", ""The answer includes instructions for emptying the bin and sensor troubleshooting, which are outside the specific scope of 'how to remove and reinstall' and lack visual support in the provided notes.""]",1
VQ-076,development,Vacuum,component,38.074400,1,tri_hybrid,tri_hybrid,3,4,3,1,1,1,0,0.600000,0.500000,0.000000,0.400000,1.000000,1.000000,"[""The answer claims the filter is located 'inside the dust bin' and requires opening a 'bin door', but the provided manual excerpts do not contain text confirming the filter's location within the bin or the existence of a bin door for filter access."", ""The answer includes specific details such as 'Insert the filter with the yellow tab facing up' which are not present in the supplied evidence excerpts."", ""The answer cites 'Manual32_9' and 'Manual32_10' in the footer, but the structured evidence only provides excerpts for source IDs 9, 11, 12, and 13. There is a mismatch between the cited sources in the answer and the provided structured evidence."", ""Source ID 9 in the evidence discusses battery behavior, which is irrelevant to the query, yet the answer implies it supports the procedure.""]",1
VQ-077,development,Vacuum,component,5.134188,1,tri_hybrid,tri_hybrid,3,1,1,1,1,1,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,[],0
VQ-078,development,Vacuum,maintenance,40.855341,1,tri_hybrid,tri_hybrid,3,3,2,1,1,1,1,0.900000,0.800000,0.600000,0.700000,1.000000,1.000000,"[""The answer includes a step 'Open bin door' which is not explicitly supported by the provided manual excerpts (only 'Press bin release button' is cited)."", ""The answer references 'Manual32_9' for sensor cleaning advice, but this source ID is not present in the structured_evidence list."", ""Video evidence shows the bin open with dust but lacks the direct demonstration of the emptying action (pouring), resulting in lower video support despite the pool being marked as having a direct answer.""]",1
VQ-079,source_disjoint_test,Vacuum,maintenance,6.804009,1,tri_hybrid,tri_hybrid,3,0,2,1,1,1,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,[],0
VQ-080,source_disjoint_test,Vacuum,maintenance,7.119778,1,tri_hybrid,tri_hybrid,3,4,4,1,1,1,0,0.200000,0.100000,0.000000,0.300000,1.000000,1.000000,"[""The answer contains significant hallucinated details not present in the provided evidence, such as 'yellow extractor caps', 'square and hexagonal plastic pegs', and specific reinstallation instructions involving 'icons'."", ""The provided structured evidence only supports step 1 of the answer (pinching yellow tabs). Steps 2, 3, 4, and 5 are unsupported by the supplied excerpts."", ""The answer cites manual sections (Manual32_20-22) that are not included in the structured evidence list, making verification impossible against the supplied data."", ""The query status indicates no direct video demonstration, and the answer does not reflect this limitation or rely solely on the partial manual evidence provided.""]",1
VQ-081,source_disjoint_test,Vacuum,troubleshooting,7.613193,1,tri_hybrid,tri_hybrid,3,1,3,1,1,1,0,0.900000,0.600000,0.000000,0.700000,1.000000,1.000000,"[""The answer contains specific details (e.g., 'yellow tab', 'Extractor Frame Release Tabs') that are not present in the provided structured evidence excerpt, which only mentions removing the filter by grasping the yellow tab."", ""The answer references visual evidence tags (<PIC>) and manual sections (Manual32_11, Manual32_3) that are not included in the supplied structured evidence list, leading to unsupported specificity regarding the dust bin and brush checks."", ""Video support is 0 because video_pool_has_direct_answer is false.""]",1
VQ-082,source_disjoint_test,Vacuum,troubleshooting,8.075969,1,tri_hybrid,tri_hybrid,3,7,1,1,1,1,0,0.900000,0.850000,0.600000,0.950000,1.000000,1.000000,[],0
VQ-083,source_disjoint_test,Vacuum,safety,6.586783,1,tri_hybrid,tri_hybrid,3,0,1,1,1,1,1,0.200000,0.100000,0.000000,0.300000,0.400000,1.000000,"[""The provided answer suggests software-level steps (pressing CLEAN key) which do not physically prevent accidental startup during maintenance, contradicting standard safety protocols for this query type."", ""The answer ignores the available video evidence which demonstrates the correct physical safety procedure (battery removal)."", ""The answer claims to be supported by 'Manual32_7' but provides no structured evidence from it, and the content contradicts the visual ground truth provided in the notes.""]",1
VQ-084,source_disjoint_test,Vacuum,safety,5.474877,1,tri_hybrid,tri_hybrid,3,4,0,1,1,1,0,0.200000,0.100000,0.000000,0.300000,0.500000,0.800000,"[""The answer contains specific safety instructions (e.g., 'Do not spray or pour liquids', 'Do not operate in areas with exposed electrical outlets') that are not present in the provided manual excerpts."", ""The provided evidence focuses on battery care, electronics protection from exposure, and obstruction removal, but does not explicitly state the operational rule to use the vacuum only in dry environments or how to avoid hazardous debris during operation."", ""The answer hallucinates specific prohibitions not supported by the supplied text snippets.""]",1
VQ-085,development,Washing Machine,operation,6.492435,1,tri_hybrid,tri_hybrid,3,0,2,1,1,1,0,0.200000,0.100000,0.000000,0.300000,0.500000,0.900000,"[""The answer provides specific operational steps (filling to 'H' level, pressing clothes into a spin basket) that are not supported by the provided structured evidence (which is empty)."", ""The query asks for general advice on avoiding overloading, but the answer provides model-specific or context-specific instructions without visual or textual evidence backing them in the input."", ""The video pool has no direct answer, and the answer does not reflect this limitation, instead providing potentially hallucinated specific steps."", ""The mention of 'Manual39_8' and 'Manual39_33' in the answer string suggests source leakage or unsupported citation, as these are not part of the provided structured evidence for evaluation.""]",1
VQ-086,development,Washing Machine,operation,5.421664,1,tri_hybrid,tri_hybrid,3,2,1,1,1,1,1,0.100000,0.100000,0.000000,0.200000,0.500000,0.000000,"[""The answer contradicts the provided evidence which indicates detergent should be placed in a specific drawer compartment."", ""The answer claims detergent goes directly into the tub, while human notes and video evidence show usage of a dispenser drawer."", ""The answer ignores the visual evidence of drawer compartments explicitly mentioned in the query context and evidence logs.""]",1
VQ-087,development,Washing Machine,operation,9.856395,1,tri_hybrid,tri_hybrid,3,3,7,1,1,1,1,0.200000,0.100000,0.000000,0.300000,1.000000,0.000000,"[""answer_mismatch_with_evidence"", ""hallucinated_specific_controls"", ""ignored_video_evidence""]",1
VQ-088,development,Washing Machine,state,7.453623,1,tri_hybrid,tri_hybrid,3,4,6,1,1,1,1,0.400000,0.300000,0.200000,0.500000,1.000000,1.000000,"[""The answer describes a top-loading machine with a 'pulsator' and 'washtub', while the provided video evidence (washing-011-scene-0002) and human notes explicitly identify a 'front-loading washing machine' with a 'drum'. This is a significant factual contradiction regarding the product type."", ""The answer claims the drum spins and clothes tumble, which aligns with front-loaders, but simultaneously mentions a 'large pulsator', which is characteristic of top-loaders. This internal inconsistency reduces correctness."", ""The answer relies heavily on manual excerpts (Manual39 series) that describe specific knobs ('WATER SELECTOR KNOB', 'CYCLE SELECTOR KNOB') not visible or mentioned in the provided video evidence or structured evidence excerpts. The video evidence shows a digital display ('Filling with cold water'), which the answer fails to mention, instead describing physical knobs."", ""The query asks what the states 'look like'. The answer provides procedural instructions ('set the knob', 'ensure hose is connected') rather than purely visual descriptions, although it does mention 'water fills' and 'pulsator rotates'. However, the visual description provided (pulsator) contradicts the visual evidence (front-loader drum)."", ""The human relevance notes indicate that one video segment explicitly shows 'Filling with cold water' on the display, which directly answers the 'filling state' visual question. The answer ignores this direct video evidence in favor of manual-based descriptions that do not match the video's product type.""]",1
VQ-089,development,Washing Machine,state,7.740411,1,tri_hybrid,tri_hybrid,3,1,2,1,1,1,0,0.200000,0.100000,0.000000,0.300000,1.000000,0.000000,"[""hallucinated_evidence"", ""unsupported_specificity"", ""irrelevant_evidence_citation""]",1
VQ-090,development,Washing Machine,state,35.695722,1,tri_hybrid,tri_hybrid,3,4,0,1,1,1,1,0.200000,0.100000,0.300000,0.400000,1.000000,0.000000,"[""The answer claims the cycle ends when an 'indicator light turns off', but none of the provided manual excerpts mention indicator lights or their behavior upon cycle completion."", ""The provided manual excerpts discuss cycle selection, lint filter cleaning, pre-wash checks, and water supply, containing no information about end-of-cycle signals or door lock indicators."", ""The human relevance notes indicate the video shows the door opening (implying the cycle is done) but explicitly state it does not give a clear cycle end indication, contradicting the specific visual evidence expected ('completion display and lock indicator off') and the answer's claim about a specific light turning off."", ""The answer provides specific procedural details (light turning off) that are not supported by the supplied text evidence, constituting unsupported specificity/hallucination relative to the provided context.""]",1
VQ-091,development,Washing Machine,component,5.530708,1,tri_hybrid,tri_hybrid,3,0,2,1,1,1,1,0.900000,0.800000,0.300000,1.000000,1.000000,1.000000,"[""video_mismatch: The provided human relevance notes explicitly state that the video frames do not show the hand action of pulling the drawer out, only the static states (closed vs. open) or cleaning steps. Therefore, the video does not visually support the specific instruction 'how to pull out' despite the pool being marked as having a direct answer.""]",1
VQ-092,development,Washing Machine,component,4.868435,1,tri_hybrid,tri_hybrid,3,3,1,1,1,1,1,1.000000,0.200000,1.000000,0.500000,1.000000,1.000000,"[""The answer claims the access panel requires a screwdriver and cites 'Manual39_28', but the provided structured evidence only contains excerpts from Manual sections 3, 11, and 5. Section 11 refers to a lint filter (Manual39_27), not the drain pump filter, and none of the provided text excerpts support the claim about using a screwdriver or the specific location description derived from that manual."", ""The answer relies on visual evidence ('as shown in the figure') and manual citations that are not present in the supplied `structured_evidence` list, violating the constraint to evaluate only against supplied evidence.""]",1
VQ-093,development,Washing Machine,component,4.963876,1,tri_hybrid,tri_hybrid,3,0,0,1,1,1,1,0.100000,0.000000,0.900000,0.200000,0.500000,0.100000,"[""ignored_video_evidence"", ""false_negative"", ""contradicts_metadata""]",1
VQ-094,development,Washing Machine,maintenance,6.534028,1,tri_hybrid,tri_hybrid,3,2,1,1,1,1,1,0.200000,0.100000,0.300000,0.400000,0.500000,1.000000,"[""The answer claims to use a screwdriver to disassemble the filter, which is not supported by the provided manual excerpts (which describe pushing down and pulling out) nor the video notes (which show removing the filter without mentioning tools)."", ""The answer cites 'Manual39_28', but the provided structured evidence only contains excerpts referencing 'Manual39_27' and a different section ID, indicating a hallucinated or mismatched citation."", ""The specific instruction to 'use a screwdriver' is an unsupported specificity that contradicts the typical 'push and pull' mechanism described in the available evidence.""]",1
VQ-095,source_disjoint_test,Washing Machine,maintenance,5.788944,1,tri_hybrid,tri_hybrid,3,1,1,1,1,1,1,0.100000,0.200000,0.300000,0.900000,1.000000,0.100000,"[""The answer incorrectly states that the manual does not contain specific steps for cleaning the door seal, despite the human relevance notes indicating text instructions ('Wipe the door and the inside of the door seal...') are present in the video evidence."", ""The answer fails to utilize the available visual/textual evidence which directly addresses the user's query about wiping the gasket."", ""The answer provides a generic 'contact support' response instead of extracting the visible instruction from the provided evidence pool.""]",1
VQ-096,source_disjoint_test,Washing Machine,maintenance,8.841744,1,tri_hybrid,tri_hybrid,3,4,0,1,1,1,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,[],0
VQ-097,source_disjoint_test,Washing Machine,troubleshooting,6.612832,1,tri_hybrid,tri_hybrid,3,0,2,1,1,1,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,[],0
VQ-098,source_disjoint_test,Washing Machine,troubleshooting,10.199409,1,tri_hybrid,tri_hybrid,3,1,0,1,1,1,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,[],0
VQ-099,source_disjoint_test,Washing Machine,safety,7.413561,1,tri_hybrid,tri_hybrid,3,0,3,1,1,1,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,[],1
VQ-100,source_disjoint_test,Washing Machine,safety,6.132932,1,tri_hybrid,tri_hybrid,3,4,2,1,1,1,0,0.200000,0.100000,0.000000,0.300000,0.500000,0.900000,"[""The answer claims specific instructions (unplugging, setting knob to 'DRAIN', using a screwdriver) that are not present in the provided structured evidence excerpts."", ""The provided evidence excerpts discuss checking before washing, general lint filter cleaning (pulling out), and setting the knob to 'WASH RINSE', but do not support the specific pre-cleaning safety steps or the 'DRAIN' setting mentioned in the answer."", ""The answer cites sources 'Manual39_10' and 'Manual39_28' which are not mapped to the provided structured evidence source IDs (3, 11, 5, 7)."", ""The video pool has no direct answer, and the text evidence does not support the detailed procedure given.""]",1
