caption_id,scene_id,record_id,start_seconds,end_seconds,summary_en,summary_zh,product_name,catalog_product_class,visible_components_json,visible_actions_json,visible_states_json,safety_or_warning_text_json,uncertainty,caption_text,model,model_revision,prompt_version,frame_paths_json,review_status
airfryer-005-scene-0024-vlm-0001,airfryer-005-scene-0024,airfryer-005,232.694,239.199,"A man in a kitchen is standing behind a black air fryer with its basket partially removed, smiling at the camera.",一名男子站在厨房里，面前是一个黑色空气炸锅，其炸篮部分被取出，他正对着镜头微笑。,Air Fryer,Air Fryer,"[""black air fryer"",""air fryer basket"",""stainless steel refrigerator"",""white kitchen cabinets"",""glass jars"",""knife block"",""paper towel holder"",""WHEY protein container""]","[""man smiling"",""man holding air fryer basket""]",[],[],,"Visual summary: A man in a kitchen is standing behind a black air fryer with its basket partially removed, smiling at the camera.
视觉摘要: 一名男子站在厨房里，面前是一个黑色空气炸锅，其炸篮部分被取出，他正对着镜头微笑。
Visible product: Air Fryer
Visible components: black air fryer; air fryer basket; stainless steel refrigerator; white kitchen cabinets; glass jars; knife block; paper towel holder; WHEY protein container
Visible actions: man smiling; man holding air fryer basket",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0024/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0024/frame_02.jpg""]",pending
airfryer-005-scene-0025-vlm-0001,airfryer-005-scene-0025,airfryer-005,239.199,243.870,Two pieces of bread with eggs and bacon are inside an air fryer basket.,两个夹有鸡蛋和培根的面包片放在空气炸锅篮子里。,Air Fryer,Air Fryer,"[""air fryer basket"",""bread"",""egg"",""bacon"",""pepper""]",[],[],[],,"Visual summary: Two pieces of bread with eggs and bacon are inside an air fryer basket.
视觉摘要: 两个夹有鸡蛋和培根的面包片放在空气炸锅篮子里。
Visible product: Air Fryer
Visible components: air fryer basket; bread; egg; bacon; pepper",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0025/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0025/frame_02.jpg""]",pending
airfryer-005-scene-0026-vlm-0001,airfryer-005-scene-0026,airfryer-005,243.870,266.222,"A man in a kitchen stands behind a counter with an air fryer and its basket, gesturing as if explaining or demonstrating the appliance.",一名男子站在厨房的台面后，面前放着一个空气炸锅及其炸篮，他正在做手势，似乎在讲解或演示该设备。,Air Fryer,Air Fryer,"[""air fryer"",""air fryer basket"",""refrigerator"",""white kitchen cabinets"",""glass jars"",""knife block"",""paper towel holder"",""sink"",""protein powder container"",""blue funnel""]","[""man gesturing with hands"",""man speaking""]",[],[],,"Visual summary: A man in a kitchen stands behind a counter with an air fryer and its basket, gesturing as if explaining or demonstrating the appliance.
视觉摘要: 一名男子站在厨房的台面后，面前放着一个空气炸锅及其炸篮，他正在做手势，似乎在讲解或演示该设备。
Visible product: Air Fryer
Visible components: air fryer; air fryer basket; refrigerator; white kitchen cabinets; glass jars; knife block; paper towel holder; sink; protein powder container; blue funnel
Visible actions: man gesturing with hands; man speaking",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0026/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0026/frame_02.jpg"",""data_video/vlm_frames/airfryer-005-scene-0026/frame_03.jpg""]",pending
airfryer-005-scene-0027-vlm-0001,airfryer-005-scene-0027,airfryer-005,266.222,270.142,Two pieces of bread with eggs and bacon are placed inside an air fryer basket.,两个放有鸡蛋和培根的面包片放在空气炸锅篮子里。,Air Fryer,Air Fryer,"[""air fryer basket"",""bread"",""egg"",""bacon"",""seasoning""]","[""hand holding air fryer handle""]",[],[],,"Visual summary: Two pieces of bread with eggs and bacon are placed inside an air fryer basket.
视觉摘要: 两个放有鸡蛋和培根的面包片放在空气炸锅篮子里。
Visible product: Air Fryer
Visible components: air fryer basket; bread; egg; bacon; seasoning
Visible actions: hand holding air fryer handle",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0027/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0027/frame_02.jpg""]",pending
airfryer-005-scene-0028-vlm-0001,airfryer-005-scene-0028,airfryer-005,270.142,272.560,"A man in a kitchen is interacting with a black air fryer, placing his hand inside its basket.",一名男子在厨房里与一台黑色空气炸锅互动，将手放入其篮子中。,Air Fryer,Air Fryer,"[""black air fryer"",""air fryer basket"",""stainless steel refrigerator"",""white kitchen cabinets"",""glass jars"",""knife block"",""paper towel holder"",""sink"",""WHEY protein container"",""blue funnel""]","[""man placing hand into air fryer basket""]",[],[],,"Visual summary: A man in a kitchen is interacting with a black air fryer, placing his hand inside its basket.
视觉摘要: 一名男子在厨房里与一台黑色空气炸锅互动，将手放入其篮子中。
Visible product: Air Fryer
Visible components: black air fryer; air fryer basket; stainless steel refrigerator; white kitchen cabinets; glass jars; knife block; paper towel holder; sink; WHEY protein container; blue funnel
Visible actions: man placing hand into air fryer basket",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0028/frame_01.jpg""]",pending
airfryer-005-scene-0029-vlm-0001,airfryer-005-scene-0029,airfryer-005,272.560,276.897,A person is removing a cooked sandwich from an air fryer basket and placing it onto a white plate.,一个人正将空气炸锅篮子里的烤三明治取出，放在一个白色盘子上。,Air Fryer,Air Fryer,"[""air fryer basket"",""white plate"",""sandwich"",""person's arm and hand"",""teal sweater""]","[""removing sandwich from air fryer basket"",""placing sandwich on plate""]","[""sandwich cooked"",""air fryer basket open""]",[],,"Visual summary: A person is removing a cooked sandwich from an air fryer basket and placing it onto a white plate.
视觉摘要: 一个人正将空气炸锅篮子里的烤三明治取出，放在一个白色盘子上。
Visible product: Air Fryer
Visible components: air fryer basket; white plate; sandwich; person's arm and hand; teal sweater
Visible actions: removing sandwich from air fryer basket; placing sandwich on plate
Visible states: sandwich cooked; air fryer basket open",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0029/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0029/frame_02.jpg""]",pending
airfryer-005-scene-0030-vlm-0001,airfryer-005-scene-0030,airfryer-005,276.897,280.400,A man in a kitchen stands behind a counter with a black air fryer and its basket. He gestures toward the appliance while speaking.,一名男子站在厨房的柜台前，面前放着一台黑色空气炸锅及其炸篮。他一边说话一边向该设备做手势。,Air Fryer,Air Fryer,"[""black air fryer"",""air fryer basket"",""stainless steel refrigerator"",""white kitchen cabinets"",""glass jars"",""knife block"",""paper towel holder"",""WHEY protein container""]","[""man gesturing with left hand"",""man speaking""]",[],[],,"Visual summary: A man in a kitchen stands behind a counter with a black air fryer and its basket. He gestures toward the appliance while speaking.
视觉摘要: 一名男子站在厨房的柜台前，面前放着一台黑色空气炸锅及其炸篮。他一边说话一边向该设备做手势。
Visible product: Air Fryer
Visible components: black air fryer; air fryer basket; stainless steel refrigerator; white kitchen cabinets; glass jars; knife block; paper towel holder; WHEY protein container
Visible actions: man gesturing with left hand; man speaking",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0030/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0030/frame_02.jpg""]",pending
airfryer-005-scene-0031-vlm-0001,airfryer-005-scene-0031,airfryer-005,280.400,283.653,A person is placing food items onto a white plate next to an open air fryer basket.,一个人正在将食物放在一个白色盘子上，旁边是一个打开的空气炸锅篮子。,Air Fryer,Air Fryer,"[""air fryer basket"",""white plate"",""bread with egg and ham"",""person's hand"",""person's teal sleeve""]","[""placing food on a plate""]","[""air fryer basket is open"",""food is on the plate""]",[],,"Visual summary: A person is placing food items onto a white plate next to an open air fryer basket.
视觉摘要: 一个人正在将食物放在一个白色盘子上，旁边是一个打开的空气炸锅篮子。
Visible product: Air Fryer
Visible components: air fryer basket; white plate; bread with egg and ham; person's hand; person's teal sleeve
Visible actions: placing food on a plate
Visible states: air fryer basket is open; food is on the plate",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0031/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0031/frame_02.jpg""]",pending
airfryer-005-scene-0032-vlm-0001,airfryer-005-scene-0032,airfryer-005,283.653,289.408,"A man in a kitchen is standing behind a black air fryer, smiling and gesturing toward it while holding its basket.",一名男子站在厨房里，面带微笑，手持空气炸锅的篮子，指向该设备。,Air Fryer,Air Fryer,"[""black air fryer"",""air fryer basket"",""stainless steel refrigerator"",""white kitchen cabinets"",""glass jars"",""knife block"",""paper towel holder"",""WHEY protein container""]","[""man smiling"",""man gesturing with hand"",""man holding air fryer basket""]",[],[],,"Visual summary: A man in a kitchen is standing behind a black air fryer, smiling and gesturing toward it while holding its basket.
视觉摘要: 一名男子站在厨房里，面带微笑，手持空气炸锅的篮子，指向该设备。
Visible product: Air Fryer
Visible components: black air fryer; air fryer basket; stainless steel refrigerator; white kitchen cabinets; glass jars; knife block; paper towel holder; WHEY protein container
Visible actions: man smiling; man gesturing with hand; man holding air fryer basket",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0032/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0032/frame_02.jpg""]",pending
airfryer-005-scene-0033-vlm-0001,airfryer-005-scene-0033,airfryer-005,289.408,292.661,Two pieces of toast topped with eggs and bacon are presented on a white plate.,两个放有鸡蛋和培根的吐司片摆放在一个白色盘子上。,Air Fryer,Air Fryer,"[""white plate"",""toast"",""egg"",""bacon""]",[],[],[],,"Visual summary: Two pieces of toast topped with eggs and bacon are presented on a white plate.
视觉摘要: 两个放有鸡蛋和培根的吐司片摆放在一个白色盘子上。
Visible product: Air Fryer
Visible components: white plate; toast; egg; bacon",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0033/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0033/frame_02.jpg""]",pending
airfryer-005-scene-0034-vlm-0001,airfryer-005-scene-0034,airfryer-005,292.661,316.472,"A bald man in a teal sweater stands in a kitchen, smiling and gesturing while speaking. A stainless steel refrigerator is to his left, and a white countertop with a food item is in front of him.",一名光头男子身穿青绿色毛衣，站在厨房里，面带微笑并做手势说话。他左侧是一台不锈钢冰箱，前方是白色台面，上面放着食物。,Air Fryer,Air Fryer,[],"[""speaking"",""gesturing with hands"",""smiling""]",[],[],The product category label 'Air Fryer' is not visually confirmed as a visible component in the frames.,"Visual summary: A bald man in a teal sweater stands in a kitchen, smiling and gesturing while speaking. A stainless steel refrigerator is to his left, and a white countertop with a food item is in front of him.
视觉摘要: 一名光头男子身穿青绿色毛衣，站在厨房里，面带微笑并做手势说话。他左侧是一台不锈钢冰箱，前方是白色台面，上面放着食物。
Visible product: Air Fryer
Visible actions: speaking; gesturing with hands; smiling
Visual uncertainty: The product category label 'Air Fryer' is not visually confirmed as a visible component in the frames.",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0034/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0034/frame_02.jpg"",""data_video/vlm_frames/airfryer-005-scene-0034/frame_03.jpg""]",pending
airfryer-005-scene-0035-vlm-0001,airfryer-005-scene-0035,airfryer-005,316.472,319.391,"A hand holds up a piece of toast with bacon and egg, while another similar toast sits on a white plate.",一只手拿着一片培根煎蛋吐司，另一片类似的吐司放在白色盘子上。,unknown,Air Fryer,"[""white plate"",""toasted bread"",""egg"",""bacon"",""hand""]","[""holding toast""]","[""toast with egg and bacon"",""toast on plate""]",[],,"Visual summary: A hand holds up a piece of toast with bacon and egg, while another similar toast sits on a white plate.
视觉摘要: 一只手拿着一片培根煎蛋吐司，另一片类似的吐司放在白色盘子上。
Visible product: unknown
Visible components: white plate; toasted bread; egg; bacon; hand
Visible actions: holding toast
Visible states: toast with egg and bacon; toast on plate",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0035/frame_01.jpg""]",pending
airfryer-005-scene-0036-vlm-0001,airfryer-005-scene-0036,airfryer-005,319.391,328.816,A man in a kitchen is eating a sandwich or similar food item.,一名男子在厨房里吃三明治或类似食物。,Air Fryer,Air Fryer,[],"[""eating"",""holding food""]",[],[],The air fryer is not visible in the frames.,"Visual summary: A man in a kitchen is eating a sandwich or similar food item.
视觉摘要: 一名男子在厨房里吃三明治或类似食物。
Visible product: Air Fryer
Visible actions: eating; holding food
Visual uncertainty: The air fryer is not visible in the frames.",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0036/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0036/frame_02.jpg"",""data_video/vlm_frames/airfryer-005-scene-0036/frame_03.jpg""]",pending
airfryer-005-scene-0037-vlm-0001,airfryer-005-scene-0037,airfryer-005,328.816,333.778,"A person is holding a half-eaten piece of toast topped with bacon and a fried egg, next to another identical piece on a white plate.",一个人拿着一块吃了一半的培根煎蛋吐司，旁边还有一块相同的吐司放在白色盘子上。,unknown,Air Fryer,"[""white plate"",""toasted bread"",""bacon"",""fried egg"",""human hand""]","[""holding a piece of toast"",""pointing at a piece of toast""]","[""toast partially eaten"",""egg yolk visible""]",[],,"Visual summary: A person is holding a half-eaten piece of toast topped with bacon and a fried egg, next to another identical piece on a white plate.
视觉摘要: 一个人拿着一块吃了一半的培根煎蛋吐司，旁边还有一块相同的吐司放在白色盘子上。
Visible product: unknown
Visible components: white plate; toasted bread; bacon; fried egg; human hand
Visible actions: holding a piece of toast; pointing at a piece of toast
Visible states: toast partially eaten; egg yolk visible",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0037/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0037/frame_02.jpg""]",pending
airfryer-005-scene-0038-vlm-0001,airfryer-005-scene-0038,airfryer-005,333.778,338.741,"A man in a kitchen stands behind a counter, gesturing with his hands while speaking. A stainless steel refrigerator is to his left, and white cabinets are in the background.",一名男子站在厨房的柜台后，双手做手势说话。他左侧是一台不锈钢冰箱，背景是白色橱柜。,Air Fryer,Air Fryer,"[""stainless steel refrigerator"",""white kitchen cabinets"",""white countertop"",""black toaster"",""glass jars"",""knife block"",""sink"",""WHEY protein container"",""blue funnel""]","[""man gesturing with hands"",""man speaking""]",[],[],,"Visual summary: A man in a kitchen stands behind a counter, gesturing with his hands while speaking. A stainless steel refrigerator is to his left, and white cabinets are in the background.
视觉摘要: 一名男子站在厨房的柜台后，双手做手势说话。他左侧是一台不锈钢冰箱，背景是白色橱柜。
Visible product: Air Fryer
Visible components: stainless steel refrigerator; white kitchen cabinets; white countertop; black toaster; glass jars; knife block; sink; WHEY protein container; blue funnel
Visible actions: man gesturing with hands; man speaking",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0038/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0038/frame_02.jpg""]",pending
airfryer-005-scene-0039-vlm-0001,airfryer-005-scene-0039,airfryer-005,338.741,352.002,"A person is cutting into a piece of toast with an egg and bacon on it, while another similar piece sits untouched on a white plate.",一个人正在切一片放有鸡蛋和培根的吐司，旁边另一片类似的吐司放在白色盘子上未动。,unknown,Air Fryer,"[""white plate"",""toasted bread"",""egg"",""bacon"",""knife"",""fork"",""hand""]","[""cutting food with a knife and fork"",""eating food""]","[""egg yolk broken"",""food partially eaten""]",[],,"Visual summary: A person is cutting into a piece of toast with an egg and bacon on it, while another similar piece sits untouched on a white plate.
视觉摘要: 一个人正在切一片放有鸡蛋和培根的吐司，旁边另一片类似的吐司放在白色盘子上未动。
Visible product: unknown
Visible components: white plate; toasted bread; egg; bacon; knife; fork; hand
Visible actions: cutting food with a knife and fork; eating food
Visible states: egg yolk broken; food partially eaten",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0039/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0039/frame_02.jpg"",""data_video/vlm_frames/airfryer-005-scene-0039/frame_03.jpg""]",pending
airfryer-005-scene-0040-vlm-0001,airfryer-005-scene-0040,airfryer-005,352.002,355.210,"A bald man in a teal sweater is in a kitchen, cutting into food on a plate with a knife and fork. He then looks up and smiles at the camera.",一名光头男子穿着青绿色毛衣在厨房里，用刀叉切盘中的食物，然后抬头对镜头微笑。,Air Fryer,Air Fryer,"[""refrigerator"",""cabinets"",""countertop"",""sink"",""knife"",""fork"",""plate"",""protein powder container"",""blue funnel"",""toaster oven"",""paper towel holder"",""glass jars"",""knife block""]","[""cutting food"",""smiling"",""looking at camera""]",[],[],,"Visual summary: A bald man in a teal sweater is in a kitchen, cutting into food on a plate with a knife and fork. He then looks up and smiles at the camera.
视觉摘要: 一名光头男子穿着青绿色毛衣在厨房里，用刀叉切盘中的食物，然后抬头对镜头微笑。
Visible product: Air Fryer
Visible components: refrigerator; cabinets; countertop; sink; knife; fork; plate; protein powder container; blue funnel; toaster oven; paper towel holder; glass jars; knife block
Visible actions: cutting food; smiling; looking at camera",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-005-scene-0040/frame_01.jpg"",""data_video/vlm_frames/airfryer-005-scene-0040/frame_02.jpg""]",pending
airfryer-006-scene-0001-vlm-0001,airfryer-006-scene-0001,airfryer-006,0.000,4.538,"A woman in a pink shirt is speaking to the camera in a kitchen setting, introducing herself as 'Babs' and mentioning she is making 'Air Fryer Oreos'.",一位穿着粉色衬衫的女士在厨房环境中对着镜头讲话，介绍自己为“Babs”，并提到她正在制作“空气炸锅奥利奥”。,Air Fryer,Air Fryer,"[""woman"",""pink shirt"",""glasses"",""kitchen counter"",""stacked plates"",""wooden shelf"",""GMA logo""]","[""speaking"",""looking at camera""]",[],[],,"Visual summary: A woman in a pink shirt is speaking to the camera in a kitchen setting, introducing herself as 'Babs' and mentioning she is making 'Air Fryer Oreos'.
视觉摘要: 一位穿着粉色衬衫的女士在厨房环境中对着镜头讲话，介绍自己为“Babs”，并提到她正在制作“空气炸锅奥利奥”。
Visible product: Air Fryer
Visible components: woman; pink shirt; glasses; kitchen counter; stacked plates; wooden shelf; GMA logo
Visible actions: speaking; looking at camera",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-006-scene-0001/frame_01.jpg"",""data_video/vlm_frames/airfryer-006-scene-0001/frame_02.jpg""]",pending
airfryer-006-scene-0002-vlm-0001,airfryer-006-scene-0002,airfryer-006,4.538,7.774,A woman in a pink shirt is holding a tube of crescent rolls in a kitchen setting.,一位穿粉色衬衫的女士在厨房里拿着一管牛角包。,Crescent Rolls,Air Fryer,"[""woman"",""pink shirt"",""glasses"",""tube of crescent rolls"",""kitchen counter"",""stacked plates"",""wall outlet"",""GMA logo""]","[""holding the tube of crescent rolls"",""looking at the tube""]","[""woman holding the product"",""product in its original packaging""]",[],,"Visual summary: A woman in a pink shirt is holding a tube of crescent rolls in a kitchen setting.
视觉摘要: 一位穿粉色衬衫的女士在厨房里拿着一管牛角包。
Visible product: Crescent Rolls
Visible components: woman; pink shirt; glasses; tube of crescent rolls; kitchen counter; stacked plates; wall outlet; GMA logo
Visible actions: holding the tube of crescent rolls; looking at the tube
Visible states: woman holding the product; product in its original packaging",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-006-scene-0002/frame_01.jpg"",""data_video/vlm_frames/airfryer-006-scene-0002/frame_02.jpg""]",pending
airfryer-006-scene-0003-vlm-0001,airfryer-006-scene-0003,airfryer-006,7.774,10.878,"A woman in a kitchen holds up two Oreo cookies toward the camera, with on-screen text indicating step 2 is to gather Oreos.",一位女士在厨房里拿着两块奥利奥饼干朝镜头展示，屏幕上的文字显示第2步是收集奥利奥。,Oreo,Air Fryer,"[""woman"",""glasses"",""pink shirt"",""Oreo cookies"",""white kitchen cabinets"",""stacked plates"",""GMA logo"",""on-screen text box""]","[""holding cookies"",""presenting cookies to camera""]","[""woman holding two cookies"",""on-screen text displayed""]",[],,"Visual summary: A woman in a kitchen holds up two Oreo cookies toward the camera, with on-screen text indicating step 2 is to gather Oreos.
视觉摘要: 一位女士在厨房里拿着两块奥利奥饼干朝镜头展示，屏幕上的文字显示第2步是收集奥利奥。
Visible product: Oreo
Visible components: woman; glasses; pink shirt; Oreo cookies; white kitchen cabinets; stacked plates; GMA logo; on-screen text box
Visible actions: holding cookies; presenting cookies to camera
Visible states: woman holding two cookies; on-screen text displayed",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-006-scene-0003/frame_01.jpg"",""data_video/vlm_frames/airfryer-006-scene-0003/frame_02.jpg""]",pending
airfryer-006-scene-0004-vlm-0001,airfryer-006-scene-0004,airfryer-006,10.878,16.817,A person is wrapping Oreo cookies in crescent roll dough on a wooden cutting board.,一个人正在木制砧板上用牛角面包面团包裹奥利奥饼干。,unknown,Air Fryer,"[""wooden cutting board"",""crescent roll dough"",""Oreo cookie"",""human hands""]","[""wrapping"",""pressing""]","[""dough being wrapped around cookie"",""dough shaped into round form""]",[],"The specific product being prepared is not identified, only the action of wrapping cookies in dough.","Visual summary: A person is wrapping Oreo cookies in crescent roll dough on a wooden cutting board.
视觉摘要: 一个人正在木制砧板上用牛角面包面团包裹奥利奥饼干。
Visible product: unknown
Visible components: wooden cutting board; crescent roll dough; Oreo cookie; human hands
Visible actions: wrapping; pressing
Visible states: dough being wrapped around cookie; dough shaped into round form
Visual uncertainty: The specific product being prepared is not identified, only the action of wrapping cookies in dough.",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-006-scene-0004/frame_01.jpg"",""data_video/vlm_frames/airfryer-006-scene-0004/frame_02.jpg""]",pending
airfryer-006-scene-0005-vlm-0001,airfryer-006-scene-0005,airfryer-006,16.817,19.920,"A woman in a pink shirt is standing in a kitchen next to a white air fryer, gesturing with her hand while speaking.",一位穿着粉色衬衫的女士站在厨房里，旁边是一台白色空气炸锅，她正用手势配合说话。,Air Fryer,Air Fryer,"[""white air fryer"",""digital display"",""control buttons"",""brand name 'COSORI'"",""temperature setting '350°'"",""shelf with plates"",""plant""]","[""woman gesturing with her right hand"",""woman speaking""]",[],[],,"Visual summary: A woman in a pink shirt is standing in a kitchen next to a white air fryer, gesturing with her hand while speaking.
视觉摘要: 一位穿着粉色衬衫的女士站在厨房里，旁边是一台白色空气炸锅，她正用手势配合说话。
Visible product: Air Fryer
Visible components: white air fryer; digital display; control buttons; brand name 'COSORI'; temperature setting '350°'; shelf with plates; plant
Visible actions: woman gesturing with her right hand; woman speaking",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-006-scene-0005/frame_01.jpg"",""data_video/vlm_frames/airfryer-006-scene-0005/frame_02.jpg""]",pending
airfryer-006-scene-0006-vlm-0001,airfryer-006-scene-0006,airfryer-006,19.920,24.358,"A hand is shown interacting with an air fryer, first pulling out a drawer, then using tongs to flip food items inside the basket.",一只手正在操作空气炸锅，先是拉出抽屉，然后用夹子翻动锅内的食物。,Air Fryer,Air Fryer,"[""air fryer"",""drawer"",""basket"",""tongs"",""food items"",""GMA logo""]","[""pulling out drawer"",""flipping food with tongs""]","[""food items in basket"",""drawer partially open""]","[""5 FLIP AND COOK FOR AN ADDITIONAL 1-2 MINUTES""]",,"Visual summary: A hand is shown interacting with an air fryer, first pulling out a drawer, then using tongs to flip food items inside the basket.
视觉摘要: 一只手正在操作空气炸锅，先是拉出抽屉，然后用夹子翻动锅内的食物。
Visible product: Air Fryer
Visible components: air fryer; drawer; basket; tongs; food items; GMA logo
Visible actions: pulling out drawer; flipping food with tongs
Visible states: food items in basket; drawer partially open
Visible warnings: 5 FLIP AND COOK FOR AN ADDITIONAL 1-2 MINUTES",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-006-scene-0006/frame_01.jpg"",""data_video/vlm_frames/airfryer-006-scene-0006/frame_02.jpg""]",pending
airfryer-006-scene-0007-vlm-0001,airfryer-006-scene-0007,airfryer-006,24.358,31.180,"A round, golden-brown baked good is being dusted with powdered sugar in a glass bowl.",一个圆形的金棕色烘焙食品正在玻璃碗中撒上糖粉。,Air Fryer,Air Fryer,"[""glass bowl"",""round baked good"",""powdered sugar"",""GMA logo""]","[""powdered sugar is being sprinkled""]","[""baked good is golden-brown"",""powdered sugar is falling""]",[],,"Visual summary: A round, golden-brown baked good is being dusted with powdered sugar in a glass bowl.
视觉摘要: 一个圆形的金棕色烘焙食品正在玻璃碗中撒上糖粉。
Visible product: Air Fryer
Visible components: glass bowl; round baked good; powdered sugar; GMA logo
Visible actions: powdered sugar is being sprinkled
Visible states: baked good is golden-brown; powdered sugar is falling",Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,catalog-grounded-visible-scene-json-v2,"[""data_video/vlm_frames/airfryer-006-scene-0007/frame_01.jpg"",""data_video/vlm_frames/airfryer-006-scene-0007/frame_02.jpg""]",pending
