record_id,product_class,title,source_platform,candidate_split,local_path,source_sha256,receipt_sha256,bytes,duration_seconds,fps,width,height,video_codec,audio_present,sample_frame_paths,sample_frame_count,duplicate_of,technical_decision,technical_reasons,content_decision,content_reason,screened_at
pressure-010,Pressure Cooker,Instant Pot. Group C,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-010.mp4,41d0990e12aae28db4f788786354e068c25745f7ee423709ae5bae656c280e37,41d0990e12aae28db4f788786354e068c25745f7ee423709ae5bae656c280e37,24700950,251.080,29.97,854,480,h264,yes,data_video/review/archive_candidate_frames/pressure-010/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-010/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-010/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-010/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-010/sample_05.jpg,5,,pass,,pending,,2026-07-22T08:38:27.125880+00:00
pressure-011,Pressure Cooker,Pulled Pork Instant Pot I Simply Cooking Demo,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-011.mp4,3438b34413088260074ad5e5e90113a4ece35296a2c00c4e7ff3e50b2279512e,3438b34413088260074ad5e5e90113a4ece35296a2c00c4e7ff3e50b2279512e,30805413,316.790,29.97,854,480,h264,yes,data_video/review/archive_candidate_frames/pressure-011/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-011/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-011/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-011/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-011/sample_05.jpg,5,,pass,,pending,,2026-07-22T09:05:51.492253+00:00
pressure-012,Pressure Cooker,Instant Pot Teriyaki Chicken,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-012.mp4,bb1b50eabb76f1cf4a88adf9c7bde4aef1867a3f7cd55c9f6816ed3f12e9063c,bb1b50eabb76f1cf4a88adf9c7bde4aef1867a3f7cd55c9f6816ed3f12e9063c,32147371,115.570,29.97,1280,720,h264,yes,data_video/review/archive_candidate_frames/pressure-012/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-012/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-012/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-012/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-012/sample_05.jpg,5,,pass,,pending,,2026-07-22T13:04:07.446637+00:00
pressure-017,Pressure Cooker,Pressure Cooking,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-017.mp4,f88a086892b374ea9f34c1f1249553682ff130dc08bdc3bea09a22c4d97a8d30,f88a086892b374ea9f34c1f1249553682ff130dc08bdc3bea09a22c4d97a8d30,20208685,158.850,25.0,1280,720,h264,yes,data_video/review/archive_candidate_frames/pressure-017/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-017/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-017/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-017/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-017/sample_05.jpg,5,,pass,,pending,,2026-07-22T08:38:31.601767+00:00
pressure-020,Pressure Cooker,How to make Basmati Rice in a Pressure Cooker,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-020.mp4,7ef5e22eb6da5d93cc1fe44bc643bcb828de57882dcdf5498f409b2d45b8cf1e,7ef5e22eb6da5d93cc1fe44bc643bcb828de57882dcdf5498f409b2d45b8cf1e,23615490,245.360,29.97,854,480,h264,yes,data_video/review/archive_candidate_frames/pressure-020/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-020/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-020/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-020/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-020/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:18.221974+00:00
pressure-021,Pressure Cooker,"Mossad Commentary - Tulkarm: Israeli forces carry out a ""pressure cooker"" on a house with a wanted terrorist. instead of a heavy exchange of fire, the forces fired a missile at the building. Awesome #1",Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-021.mp4,467c9faecedabd1f9e4d48e20254dbf6c56049cd970b42e329229187d70fa357,467c9faecedabd1f9e4d48e20254dbf6c56049cd970b42e329229187d70fa357,1209838,18.320,30.06,480,848,h264,yes,data_video/review/archive_candidate_frames/pressure-021/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-021/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-021/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-021/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-021/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:18.885154+00:00
pressure-022,Pressure Cooker,Cook Faster With The Best Pressure Cooker By Decent Cookware,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-022.mp4,8078c0cd85f46967b8597e89514b0cbd88e2486074631b7be67d1ac7a323a1b5,8078c0cd85f46967b8597e89514b0cbd88e2486074631b7be67d1ac7a323a1b5,1420661,28.610,30.0,720,1280,h264,yes,data_video/review/archive_candidate_frames/pressure-022/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-022/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-022/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-022/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-022/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:19.984852+00:00
pressure-023,Pressure Cooker,"Amazon.com Mealthy Multi Pot 9 In 1 Programmable Pressure Cooker 6 Quarts With Stainless Steel Pot, Steamer Basket, Instant Access To Recipe App. Pressure Cook, Slow Cook, Sauté, Rice Cooker, Yogurt, Steam Kitchen & Dini",Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-023.mp4,ec4d2a592332b6560facc6583f3df09682974fda9b7a47a6c397c75bf4e3678a,ec4d2a592332b6560facc6583f3df09682974fda9b7a47a6c397c75bf4e3678a,6697734,99.730,23.98,640,360,h264,yes,data_video/review/archive_candidate_frames/pressure-023/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-023/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-023/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-023/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-023/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:20.494168+00:00
pressure-024,Pressure Cooker,Family: Pressure Cooker Of The 90s (Gary Colville) | Hosanna Porirua,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-024.mp4,826874204d3e2fb7f7af0f47676b1813f93a5d23607910e0c93f304ef20b9ea0,826874204d3e2fb7f7af0f47676b1813f93a5d23607910e0c93f304ef20b9ea0,8013592,84.480,25.0,640,480,h264,yes,data_video/review/archive_candidate_frames/pressure-024/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-024/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-024/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-024/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-024/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:21.118554+00:00
pressure-025,Pressure Cooker,Pressure Cooker Operation on a Prostitute's Home,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-025.mp4,48c1e0c9fcc026b4613035cffb585aaa41a2e5673da2e1ed650025da8c5fbd1f,48c1e0c9fcc026b4613035cffb585aaa41a2e5673da2e1ed650025da8c5fbd1f,9517994,96.390,25.0,854,480,h264,yes,data_video/review/archive_candidate_frames/pressure-025/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-025/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-025/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-025/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-025/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:21.802818+00:00
pressure-026,Pressure Cooker,Diary Of An Arcade Employee Vidcast 05 (Atari's Pressure Cooker),Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-026.mp4,d6a867f10f4c8c8dae2d9c2ac22eb10d00bd3f01efece99b54f8e6dfaf2ff2df,d6a867f10f4c8c8dae2d9c2ac22eb10d00bd3f01efece99b54f8e6dfaf2ff2df,38351320,372.220,29.97,640,480,h264,yes,data_video/review/archive_candidate_frames/pressure-026/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-026/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-026/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-026/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-026/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:22.404171+00:00
pressure-027,Pressure Cooker,Pressure cooker keto chili,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-027.mp4,f24252f60bd7ce044f3e60d7dc58f1c9d1889e7da3f4071849ad6e77efa008d1,f24252f60bd7ce044f3e60d7dc58f1c9d1889e7da3f4071849ad6e77efa008d1,48991592,500.190,29.97,854,480,h264,yes,data_video/review/archive_candidate_frames/pressure-027/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-027/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-027/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-027/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-027/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:23.167408+00:00
pressure-028,Pressure Cooker,Instant Pot Risotto with Shrimp - Shrewsbury Community Cookbook,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-028.mp4,88815eda4cba0ec139374069cc78fbe08ef2572c754049cf73121167e1fa06b6,88815eda4cba0ec139374069cc78fbe08ef2572c754049cf73121167e1fa06b6,72175789,722.400,29.97,854,480,h264,yes,data_video/review/archive_candidate_frames/pressure-028/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-028/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-028/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-028/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-028/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:24.098603+00:00
pressure-029,Pressure Cooker,Cheap and Easy - Instant Pot Whole Chicken - Cooking Made Easy with June,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-029.mp4,5d9f2e22564c0b3aac9e649433ad7a7233dc5bccb89dd37baeb64b0ed758903b,5d9f2e22564c0b3aac9e649433ad7a7233dc5bccb89dd37baeb64b0ed758903b,136264250,1409.030,29.97,854,480,h264,yes,data_video/review/archive_candidate_frames/pressure-029/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-029/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-029/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-029/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-029/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:25.127876+00:00
pressure-030,Pressure Cooker,Geek Robocook Electric Pressure Cooker,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-030.mp4,a18c532a727e89be3ba3ba3af39b623bc2f4cfdb82cc4b2864207a190d2ebbb0,a18c532a727e89be3ba3ba3af39b623bc2f4cfdb82cc4b2864207a190d2ebbb0,2212370,30.000,35.0,1024,576,h264,no,data_video/review/archive_candidate_frames/pressure-030/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-030/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-030/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-030/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-030/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:25.720354+00:00
pressure-031,Pressure Cooker,"Cook More, Effortlessly With The Big Pressure Cooker By Decent Cookware",Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-031.mp4,19c56ee67b3f63c292a2236fcb841f0f5812949f7902aec6b271055ecbcbb51b,19c56ee67b3f63c292a2236fcb841f0f5812949f7902aec6b271055ecbcbb51b,2413345,39.530,30.0,720,1280,h264,yes,data_video/review/archive_candidate_frames/pressure-031/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-031/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-031/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-031/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-031/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:26.621448+00:00
pressure-032,Pressure Cooker,Making a Beef Stew using a Pressure Cooker,Internet Archive,source_disjoint_test_candidate,data_video/raw/archive_candidates/pressure-032.mp4,67bf0e3e67a47e833652c82ccef3a18b5857c112a29c04c81f78cc2271b25a91,67bf0e3e67a47e833652c82ccef3a18b5857c112a29c04c81f78cc2271b25a91,174186528,1679.230,29.97,640,480,h264,yes,data_video/review/archive_candidate_frames/pressure-032/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-032/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-032/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-032/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-032/sample_05.jpg,5,,pass,,pending,,2026-07-22T23:00:16.282111+00:00
pressure-033,Pressure Cooker,Pressure Cooking is Easy as 1 - 2 -3 with Fagor Pressure Cookers,Internet Archive,source_disjoint_test_candidate,data_video/raw/archive_candidates/pressure-033.mp4,82b0b03bbd100b164d99059f208450df8f8e3641542e1668ddc8da1cb4472e3d,82b0b03bbd100b164d99059f208450df8f8e3641542e1668ddc8da1cb4472e3d,279464213,939.700,29.97,640,480,h264,yes,data_video/review/archive_candidate_frames/pressure-033/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-033/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-033/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-033/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-033/sample_05.jpg,5,,pass,,pending,,2026-07-22T23:00:17.113165+00:00
pressure-034,Pressure Cooker,Pressure Cooking Is As Easy As 1-2-3 With Fagor,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-034.mp4,1f30b29434a169971801b799a0f3135a7e37f47fa2b4a322172cf3625a9bfe71,1f30b29434a169971801b799a0f3135a7e37f47fa2b4a322172cf3625a9bfe71,147062682,891.620,29.97,720,480,h264,yes,data_video/review/archive_candidate_frames/pressure-034/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-034/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-034/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-034/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-034/sample_05.jpg,5,,pass,,pending,,2026-07-22T23:00:17.842733+00:00
pressure-035,Pressure Cooker,Cooking in a Pressure Cooker,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-035.mp4,3f8c4b82657e5966abb66119fb354b016509e88dad9c061d61e3780286bb5758,3f8c4b82657e5966abb66119fb354b016509e88dad9c061d61e3780286bb5758,55908949,547.210,29.97,854,480,h264,yes,data_video/review/archive_candidate_frames/pressure-035/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-035/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-035/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-035/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-035/sample_05.jpg,5,,pass,,pending,,2026-07-22T23:00:18.493081+00:00
pressure-036,Pressure Cooker,Simfonio Simpot Pressure Cooker Review,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-036.mp4,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,7998ce338113cbc2bb159748e9666cc214d77d31e3c5b6aa82e50698e3e04653,33989113,351.570,29.97,854,480,h264,yes,data_video/review/archive_candidate_frames/pressure-036/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-036/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-036/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-036/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-036/sample_05.jpg,5,,pass,,pending,,2026-07-22T23:00:19.236638+00:00
pressure-037,Pressure Cooker,"The Instant Pot is a slow cooker, pressure cooker, and steamer, all in one",Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-037.mp4,8c7a77e83ae69aa440953004cc0d48148b0732744778bc6f760f179133896719,8c7a77e83ae69aa440953004cc0d48148b0732744778bc6f760f179133896719,9361834,99.420,23.98,854,480,h264,yes,data_video/review/archive_candidate_frames/pressure-037/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-037/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-037/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-037/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-037/sample_05.jpg,5,,pass,,pending,,2026-07-22T23:00:19.814783+00:00
pressure-038,Pressure Cooker,$79 Pressure Cooker Review - Cosori vs Instant Pot,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-038.mp4,19f34854192fcf4ba5ddb17741db2347c1dffe764643f4b32a5aafb7b024acb0,19f34854192fcf4ba5ddb17741db2347c1dffe764643f4b32a5aafb7b024acb0,59751891,602.660,23.98,854,480,h264,yes,data_video/review/archive_candidate_frames/pressure-038/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-038/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-038/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-038/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-038/sample_05.jpg,5,,pass,,pending,,2026-07-22T23:00:20.542958+00:00
pressure-039,Pressure Cooker,Jill Nussinow: Fearless Fast & Easy Vegan Pressure Cooking,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-039.mp4,06435e0d487264f211250a7cc55289312753e64116a201d06c83b303220251df,06435e0d487264f211250a7cc55289312753e64116a201d06c83b303220251df,333842643,4144.640,29.97,320,240,h264,yes,data_video/review/archive_candidate_frames/pressure-039/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-039/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-039/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-039/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-039/sample_05.jpg,5,,fail,duration_too_long,not_reviewed,,2026-07-22T23:00:21.413264+00:00
pressure-040,Pressure Cooker,Making Butternut Pumpkin Soup with Stacey Springer,Internet Archive,development_candidate,data_video/raw/archive_candidates/pressure-040.mp4,3efc6a77727ef36c06c90875d0bcfcf5ef4643fac23f339d7bc7e8d635b2f8c6,3efc6a77727ef36c06c90875d0bcfcf5ef4643fac23f339d7bc7e8d635b2f8c6,65722899,668.180,29.97,854,480,h264,yes,data_video/review/archive_candidate_frames/pressure-040/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-040/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-040/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-040/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-040/sample_05.jpg,5,,pass,,pending,,2026-07-22T23:00:22.089031+00:00
printer-011,Printer,Setup Your HP Printer Model 3830 | Printer setup,Internet Archive,development_candidate,data_video/raw/archive_candidates/printer-011.mp4,be4aad5d2a906a0b81157435072e2ff1c857758da3ad66f81469d407f9d2d726,be4aad5d2a906a0b81157435072e2ff1c857758da3ad66f81469d407f9d2d726,34226635,368.850,29.97,1280,720,h264,yes,data_video/review/archive_candidate_frames/printer-011/sample_01.jpg|data_video/review/archive_candidate_frames/printer-011/sample_02.jpg|data_video/review/archive_candidate_frames/printer-011/sample_03.jpg|data_video/review/archive_candidate_frames/printer-011/sample_04.jpg|data_video/review/archive_candidate_frames/printer-011/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:27.503713+00:00
printer-012,Printer,HP Wireless Printer Setup Mac - HP Deskjet 3050 & Others,Internet Archive,development_candidate,data_video/raw/archive_candidates/printer-012.mp4,5087103583ade6103106524392dc3979c70168ae0ca60c24e4c8b20c5459e742,5087103583ade6103106524392dc3979c70168ae0ca60c24e4c8b20c5459e742,16057773,334.840,30.0,512,288,h264,yes,data_video/review/archive_candidate_frames/printer-012/sample_01.jpg|data_video/review/archive_candidate_frames/printer-012/sample_02.jpg|data_video/review/archive_candidate_frames/printer-012/sample_03.jpg|data_video/review/archive_candidate_frames/printer-012/sample_04.jpg|data_video/review/archive_candidate_frames/printer-012/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:27.991879+00:00
printer-013,Printer,How to Print ABS on an OPEN Printer - Warping Tips,Internet Archive,development_candidate,data_video/raw/archive_candidates/printer-013.mp4,dc79edf19c82a04f933cb2a3b1c027faa645501a6d06f94a06d16feb4f7dac76,dc79edf19c82a04f933cb2a3b1c027faa645501a6d06f94a06d16feb4f7dac76,88413358,937.860,29.97,854,480,h264,yes,data_video/review/archive_candidate_frames/printer-013/sample_01.jpg|data_video/review/archive_candidate_frames/printer-013/sample_02.jpg|data_video/review/archive_candidate_frames/printer-013/sample_03.jpg|data_video/review/archive_candidate_frames/printer-013/sample_04.jpg|data_video/review/archive_candidate_frames/printer-013/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:28.794707+00:00
printer-014,Printer,hp printer cartridge cleaning | How to clean hp printer cartridge | hp printer cartridge | in Hindi,Internet Archive,development_candidate,data_video/raw/archive_candidates/printer-014.mp4,37d4b0812de3a10893886a1d93500a0db809e793086f81dfbd9e904e9286aa5b,37d4b0812de3a10893886a1d93500a0db809e793086f81dfbd9e904e9286aa5b,119113011,1218.700,30.0,854,480,h264,yes,data_video/review/archive_candidate_frames/printer-014/sample_01.jpg|data_video/review/archive_candidate_frames/printer-014/sample_02.jpg|data_video/review/archive_candidate_frames/printer-014/sample_03.jpg|data_video/review/archive_candidate_frames/printer-014/sample_04.jpg|data_video/review/archive_candidate_frames/printer-014/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:29.857872+00:00
printer-015,Printer,How to install label paper in QIRUI QR-368bt AIYIN BY-368BT A70pro printer?,Internet Archive,development_candidate,data_video/raw/archive_candidates/printer-015.mp4,014c9405c818c7a12b48b6e16de8fb6e378d64bbea098bccc7e66f7c6d46247a,014c9405c818c7a12b48b6e16de8fb6e378d64bbea098bccc7e66f7c6d46247a,1966921,20.040,29.92,270,480,h264,yes,data_video/review/archive_candidate_frames/printer-015/sample_01.jpg|data_video/review/archive_candidate_frames/printer-015/sample_02.jpg|data_video/review/archive_candidate_frames/printer-015/sample_03.jpg|data_video/review/archive_candidate_frames/printer-015/sample_04.jpg|data_video/review/archive_candidate_frames/printer-015/sample_05.jpg,5,,fail,resolution_too_low,not_reviewed,,2026-07-22T22:10:30.535522+00:00
printer-017,Printer,Step by Step Guide to Fix Paper Jam in Printer,Internet Archive,development_candidate,data_video/raw/archive_candidates/printer-017.mp4,7c6a6317d46b723d1c1c0b4d0c80c8e58a5f7dabdba5abe77f9e1bf149903c03,7c6a6317d46b723d1c1c0b4d0c80c8e58a5f7dabdba5abe77f9e1bf149903c03,4279535,50.000,30.0,1920,1080,h264,yes,data_video/review/archive_candidate_frames/printer-017/sample_01.jpg|data_video/review/archive_candidate_frames/printer-017/sample_02.jpg|data_video/review/archive_candidate_frames/printer-017/sample_03.jpg|data_video/review/archive_candidate_frames/printer-017/sample_04.jpg|data_video/review/archive_candidate_frames/printer-017/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:31.991098+00:00
printer-018,Printer,Learn How To connect Printer To WiFi With Ease,Internet Archive,development_candidate,data_video/raw/archive_candidates/printer-018.mp4,f2ab8877b8bc353098ed0427a94923ce70eb2c302e52433f5f8f27a9ad7280d1,f2ab8877b8bc353098ed0427a94923ce70eb2c302e52433f5f8f27a9ad7280d1,4407465,35.000,30.0,1920,1080,h264,no,data_video/review/archive_candidate_frames/printer-018/sample_01.jpg|data_video/review/archive_candidate_frames/printer-018/sample_02.jpg|data_video/review/archive_candidate_frames/printer-018/sample_03.jpg|data_video/review/archive_candidate_frames/printer-018/sample_04.jpg|data_video/review/archive_candidate_frames/printer-018/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:33.378257+00:00
printer-019,Printer,How to Download and Install a Printer Driver,Internet Archive,development_candidate,data_video/raw/archive_candidates/printer-019.mp4,f5f277bd6bec02aa66a831d57d10a07db6c8254635d04cdbf2dcaebc75555f97,f5f277bd6bec02aa66a831d57d10a07db6c8254635d04cdbf2dcaebc75555f97,7319596,162.680,29.97,640,360,h264,yes,data_video/review/archive_candidate_frames/printer-019/sample_01.jpg|data_video/review/archive_candidate_frames/printer-019/sample_02.jpg|data_video/review/archive_candidate_frames/printer-019/sample_03.jpg|data_video/review/archive_candidate_frames/printer-019/sample_04.jpg|data_video/review/archive_candidate_frames/printer-019/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:33.898427+00:00
printer-020,Printer,How to Fix (Reset) Canon Printer Error Code 5B00,Internet Archive,development_candidate,data_video/raw/archive_candidates/printer-020.mp4,4f939afe9269c8786c8e8271bf64c70ee6a282249f286e7f22f25ba436916676,4f939afe9269c8786c8e8271bf64c70ee6a282249f286e7f22f25ba436916676,11491533,110.290,29.97,854,480,h264,yes,data_video/review/archive_candidate_frames/printer-020/sample_01.jpg|data_video/review/archive_candidate_frames/printer-020/sample_02.jpg|data_video/review/archive_candidate_frames/printer-020/sample_03.jpg|data_video/review/archive_candidate_frames/printer-020/sample_04.jpg|data_video/review/archive_candidate_frames/printer-020/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:34.663123+00:00
printer-021,Printer,Canon Printer E03 OR P03 error problem solve 100 % || Canon Printer Paper Jam Error Problem fix,Internet Archive,development_candidate,data_video/raw/archive_candidates/printer-021.mp4,c624ea68a368f3a9b0d061d0f91e2ed4755eec3ad601cec9dc5395c7da4a6a4b,c624ea68a368f3a9b0d061d0f91e2ed4755eec3ad601cec9dc5395c7da4a6a4b,25673096,259.480,60.0,910,480,h264,yes,data_video/review/archive_candidate_frames/printer-021/sample_01.jpg|data_video/review/archive_candidate_frames/printer-021/sample_02.jpg|data_video/review/archive_candidate_frames/printer-021/sample_03.jpg|data_video/review/archive_candidate_frames/printer-021/sample_04.jpg|data_video/review/archive_candidate_frames/printer-021/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:35.493399+00:00
printer-023,Printer,How To Install Hewlett Packard Printer Without CD,Internet Archive,development_candidate,data_video/raw/archive_candidates/printer-023.mp4,d97e3363cd52b18b73dbd0fb007ea519e2d8de8e0949656889195871a6783e47,d97e3363cd52b18b73dbd0fb007ea519e2d8de8e0949656889195871a6783e47,71580395,1229.660,25.0,1280,720,h264,yes,data_video/review/archive_candidate_frames/printer-023/sample_01.jpg|data_video/review/archive_candidate_frames/printer-023/sample_02.jpg|data_video/review/archive_candidate_frames/printer-023/sample_03.jpg|data_video/review/archive_candidate_frames/printer-023/sample_04.jpg|data_video/review/archive_candidate_frames/printer-023/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:36.412344+00:00
printer-024,Printer,How to Clean Epson Block Head on Epson L805/L800 Printer detail information,Internet Archive,development_candidate,data_video/raw/archive_candidates/printer-024.mp4,a4c47126da2173b65773e60a754dd65d9be5033b5270f6ab99d97d40c52dece5,a4c47126da2173b65773e60a754dd65d9be5033b5270f6ab99d97d40c52dece5,97966328,848.430,29.97,854,470,h264,yes,data_video/review/archive_candidate_frames/printer-024/sample_01.jpg|data_video/review/archive_candidate_frames/printer-024/sample_02.jpg|data_video/review/archive_candidate_frames/printer-024/sample_03.jpg|data_video/review/archive_candidate_frames/printer-024/sample_04.jpg|data_video/review/archive_candidate_frames/printer-024/sample_05.jpg,5,,pass,,pending,,2026-07-22T22:10:37.306464+00:00
