record_id,review_scope,ai_expected_product_class,ai_predicted_product_class,title,source_platform,source_page_url,creator,license_id,candidate_split,technical_decision,ai_decision,ai_procedure_relevance,ai_functional_step_visible,ai_visual_evidence,ai_uncertainty,sample_frame_paths,review_priority,prescreen_flags,reviewer_id,review_status,license_evidence_status,corrected_product_class,corrected_procedure_relevance,corrected_functional_step_visible,privacy_risk,safety_risk,correction_reason,final_decision,dataset_split,reviewed_at
printer-032,full_positive_review,Printer,Printer,HOW TO RESET CANON G2010 PIXMA PRINTER (Support code: 5B00),Internet Archive,https://archive.org/details/youtube-Wle8uA_bYoE,mikbes,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,troubleshooting,yes,"A hand is pressing the power button on a Canon G2010 printer, which is a visible troubleshooting step for resetting the device.",,data_video/review/archive_candidate_frames/printer-032/sample_01.jpg|data_video/review/archive_candidate_frames/printer-032/sample_02.jpg|data_video/review/archive_candidate_frames/printer-032/sample_03.jpg|data_video/review/archive_candidate_frames/printer-032/sample_04.jpg|data_video/review/archive_candidate_frames/printer-032/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
printer-033,full_positive_review,Printer,Printer,Canon G2010 E03 error Problem Solve 100 % II Canon Printer Paper Jam Solution P03 error,Internet Archive,https://archive.org/details/youtube-fU2ZXoJ4oE4,Surajit Printer Point,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show disassembled printer components being handled, including gears and plastic parts, with a Canon printer visible in frame 5. The text overlay 'Like, Share & Subscribe' suggests a tutorial context for fixing a printer error.",,data_video/review/archive_candidate_frames/printer-033/sample_01.jpg|data_video/review/archive_candidate_frames/printer-033/sample_02.jpg|data_video/review/archive_candidate_frames/printer-033/sample_03.jpg|data_video/review/archive_candidate_frames/printer-033/sample_04.jpg|data_video/review/archive_candidate_frames/printer-033/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-029,full_positive_review,Vacuum,Vacuum,How To Clean A Robot Vacuum | Samsung Jet Bot™ Vacuum | Samsung UK,Internet Archive,https://archive.org/details/youtube-QC9Fu9mNOG8,Samsung UK,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show a person using a smartphone app to manage the robot vacuum, removing and cleaning the dustbin, and reassembling it. The device is identified as a Samsung Jet Bot™, a robot vacuum cleaner.",,data_video/review/archive_candidate_frames/vacuum-029/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-029/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-029/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-029/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-029/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-030,full_positive_review,Vacuum,Vacuum,Best Handheld Vacuum Cleaner | Handy Vacuum Cleaner | Unboxing,Internet Archive,https://archive.org/details/youtube-9lXmkHXsiEw,LittleBee,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"Frames show unboxing of vacuum cleaner components and subsequent use on a sofa, indicating setup and operation.",,data_video/review/archive_candidate_frames/vacuum-030/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-030/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-030/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-030/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-030/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-032,full_positive_review,Vacuum,Vacuum,How To Set Up A Robot Vacuum | Samsung Jet Bot™ Vacuum | Samsung UK,Internet Archive,https://archive.org/details/youtube-ypES7umF7z0,Samsung UK,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"Frames show a Samsung Jet Bot™ robot vacuum being set up: checking dustbin/filter insertion, pressing the start button, using a smartphone to add the device, and registering to a Samsung account.",,data_video/review/archive_candidate_frames/vacuum-032/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-032/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-032/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-032/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-032/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-033,full_positive_review,Vacuum,Vacuum,Lifting a car with a vacuum cleaner and a tarp // Demonstration of Pressure,Internet Archive,https://archive.org/details/youtube-ARnpo_32m4k,Bruce Yeany,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"A man is operating a wet/dry vacuum cleaner connected by a hose to inflatable airbags under a car, actively lifting the vehicle.",,data_video/review/archive_candidate_frames/vacuum-033/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-033/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-033/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-033/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-033/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-034,full_positive_review,Vacuum,Vacuum,[LG Vacuum cleaner] - How to disassemble and assemble the A9 Tower All-in-one station,Internet Archive,https://archive.org/details/youtube-zcH8CT_xikE,LG customer support Europe_official,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show disassembly of a black appliance with a motor and wiring, consistent with a vacuum cleaner's internal components. A hand is seen removing panels and handling wires, indicating maintenance or repair.",,data_video/review/archive_candidate_frames/vacuum-034/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-034/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-034/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-034/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-034/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-035,full_positive_review,Vacuum,Vacuum,Eureka Whirlwind Vacuum Cleaner Ad CBS/WOIO 19 1999-11-18,Internet Archive,https://archive.org/details/CLE-B04_29449-29897,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,promotion,yes,"Frames show a yellow vacuum cleaner in operation, picking up dirt from a floor surrounded by stacks of books. Text overlays highlight features like 'Picks up more dirt' and 'Filters better'. The final frame displays multiple vacuum cleaners and the brand 'EUREKA' with contact information, indicating a promotional context.",,data_video/review/archive_candidate_frames/vacuum-035/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-035/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-035/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-035/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-035/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-036,full_positive_review,Vacuum,Vacuum,Eureka Whirlwind Vacuum Cleaner Commercial TNN 1999-04-27,Internet Archive,https://archive.org/details/NJY-016_446136-447039,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"A person is actively using a yellow and black upright vacuum cleaner on a carpeted floor, moving it across the surface near a couch. The vacuum's design and operation are clearly visible.",,data_video/review/archive_candidate_frames/vacuum-036/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-036/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-036/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-036/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-036/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-037,full_positive_review,Vacuum,Vacuum,Vacuuming the City's Sewage,Internet Archive,https://archive.org/details/coatx-Vacuuming_the_City_s_Sewage,Allen City TV,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"A worker operates a large industrial vacuum truck labeled 'VACTOR 2100' with a control panel, while another worker uses a hose to suction material from an open manhole. The truck is equipped with a large hose reel and suction equipment.",,data_video/review/archive_candidate_frames/vacuum-037/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-037/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-037/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-037/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-037/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-038,full_positive_review,Vacuum,Vacuum,How to recharge the battery of your Samsung Jet™ vacuum cleaner,Internet Archive,https://archive.org/details/youtube-Dk6gd7CTQJw,Samsung India,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show a vacuum cleaner battery being removed from the device, charged on a desk charger, and reinserted, with text overlays explaining the process.",,data_video/review/archive_candidate_frames/vacuum-038/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-038/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-038/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-038/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-038/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-039,full_positive_review,Vacuum,Vacuum,Ultraman -ish Vacuum Cleaner Commercial,Internet Archive,https://archive.org/details/japanese-vacuum-cleaner-commercial,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"Frames show a child using a vacuum cleaner, with close-ups of its internal mechanism labeled '自動回転チリ落し装置' (Automatic rotating dust ejection device), and footage of debris being sucked up and expelled.",,data_video/review/archive_candidate_frames/vacuum-039/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-039/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-039/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-039/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-039/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-040,full_positive_review,Vacuum,Vacuum,Samsung Jet Bot AI+ | The World’s 1st Intel AI powered Smart Robot Vacuum,Internet Archive,https://archive.org/details/youtube-J8ttGSr8t3Y,Samsung Switzerland,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"Frames show a robot vacuum (Samsung Jet Bot AI+) in various settings: mapping a room, navigating a street scene (metaphorically), and being set to clean specific areas. Text overlays indicate 'for precise mapping' and 'Choose where to clean & where not to', showing setup and operational choices.",,data_video/review/archive_candidate_frames/vacuum-040/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-040/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-040/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-040/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-040/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-044,full_positive_review,Vacuum,Vacuum,Black & Decker Vacuum Cleaner Power Pro 1991 Commercial,Internet Archive,https://archive.org/details/black-decker-vacuum-cleaner-power-pro-1991-commercial,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"A handheld vacuum cleaner is shown being operated to clean a glass, demonstrating its suction function.",,data_video/review/archive_candidate_frames/vacuum-044/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-044/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-044/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-044/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-044/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-046,full_positive_review,Vacuum,Vacuum,Flexible 2-in-1 storing and charging options | The new Samsung Jet™ Vacuum Cleaner,Internet Archive,https://archive.org/details/youtube-HZetIZTGjRw,Samsung India,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"Frames show a handheld vacuum cleaner mounted on a wall-mounted charging station and also stored under a console table, demonstrating flexible placement options. The device is identified as 'Samsung Jet™ Jet 75' and labeled as a '2-in-1 Charging Station'.",,data_video/review/archive_candidate_frames/vacuum-046/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-046/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-046/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-046/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-046/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-047,full_positive_review,Vacuum,Vacuum,How To Clean A Vacuum Cleaner | Samsung Jet™ 90 Vacuum | Samsung UK,Internet Archive,https://archive.org/details/youtube-3sgGbC0ZRvI,Samsung UK,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show a person removing the dustbin from a vacuum cleaner, emptying it, cleaning the filter, and reassembling it, which are maintenance steps for a vacuum cleaner.",,data_video/review/archive_candidate_frames/vacuum-047/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-047/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-047/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-047/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-047/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-048,full_positive_review,Vacuum,Vacuum,How To Set Up A Vacuum Cleaner | Samsung Jet 90 Vacuum | Samsung UK,Internet Archive,https://archive.org/details/youtube-e1nVFENggPM,Samsung UK,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"Frames show a person using a handheld vacuum cleaner, charging the battery, powering it on, and adjusting the pipe length, with on-screen text describing each step.",,data_video/review/archive_candidate_frames/vacuum-048/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-048/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-048/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-048/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-048/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-049,full_positive_review,Vacuum,Vacuum,How to replace and clean the fine dust filters - Cordless Vacuum Cleaner,Internet Archive,https://archive.org/details/youtube-NfRxRDRrQL4,LG USA,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show a person removing and rinsing a metal dust filter from a vacuum cleaner, with on-screen text instructing to 'Press the dustbin emptying button' and 'Rinse the metal dust filter under running water'.",,data_video/review/archive_candidate_frames/vacuum-049/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-049/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-049/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-049/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-049/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-050,full_positive_review,Vacuum,Vacuum,[LG Vacuum cleaner] - How to install and use the A9K CordZero,Internet Archive,https://archive.org/details/youtube-H-P4SOWj36w,LG customer support Europe_official,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"A person is assembling an LG CordZero cordless stick vacuum, attaching the handle to the base, installing batteries, and attaching the cleaning head. Text overlay indicates 'Install batteries & stick'.",,data_video/review/archive_candidate_frames/vacuum-050/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-050/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-050/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-050/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-050/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-051,full_positive_review,Vacuum,Vacuum,How to clean the dustbin of your Samsung Jet™ Vacuum Cleaner,Internet Archive,https://archive.org/details/youtube-LOTmO67RmRA,Samsung India,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show a person removing a dustbin from a vacuum cleaner, handling a filter, and preparing to reassemble it, with on-screen text guiding the cleaning process.",,data_video/review/archive_candidate_frames/vacuum-051/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-051/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-051/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-051/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-051/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-052,full_positive_review,Vacuum,Vacuum,BESPOKE JET AI Vacuum Cleaner: Introduction Film l Samsung,Internet Archive,https://archive.org/details/youtube-yaQeyOuiP-4,Samsung,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,component_overview,yes,"Frames show a vacuum cleaner in use, highlighting its AI algorithm for cleaning, brush RPM and suction power adjustment, a pet tool with a V-shaped drum and anti-tangle grinder, and the internal dust bin with indicator lights. These are all components and operational features of a vacuum cleaner.",,data_video/review/archive_candidate_frames/vacuum-052/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-052/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-052/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-052/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-052/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-053,full_positive_review,Vacuum,Vacuum,Best Vacuum Cleaner For Hardwood Floors,Internet Archive,https://archive.org/details/best-vacuum-cleaner-for-hardwood-floors,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"Multiple frames show vacuum cleaners in use or positioned for use on hardwood floors, including a cordless model and a red upright model actively cleaning a rug. The text in frames 1 and 2 explicitly promotes a vacuum cleaner for hardwood floors.",,data_video/review/archive_candidate_frames/vacuum-053/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-053/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-053/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-053/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-053/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-055,full_positive_review,Vacuum,Vacuum,Strong Suction power | The new Samsung Jet™ Vacuum Cleaner,Internet Archive,https://archive.org/details/youtube-NjlF46DPOIQ,Samsung India,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"A vacuum cleaner is shown being maneuvered under a wooden cabinet, demonstrating its use for cleaning hard-to-reach floor areas. The product is identified as 'Samsung Jet™ Jet 75' in a promotional frame.",,data_video/review/archive_candidate_frames/vacuum-055/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-055/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-055/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-055/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-055/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-057,full_positive_review,Vacuum,Vacuum,Easy to clean Washable Dust bin and parts | The new Samsung Jet™ Vacuum Cleaner,Internet Archive,https://archive.org/details/youtube-VG3aaDpKe-I,Samsung India,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show a person using a vacuum cleaner, removing the dustbin, and washing its components under running water, demonstrating maintenance procedures.",,data_video/review/archive_candidate_frames/vacuum-057/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-057/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-057/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-057/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-057/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-058,full_positive_review,Vacuum,Vacuum,Samsung Jet™ Pet Vacuum Cleaner and Clean Station™ | Samsung UK,Internet Archive,https://archive.org/details/youtube-MGZnlbK30v4,Samsung UK,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show a vacuum cleaner head cleaning a couch and rug, and a hand emptying the dustbin into a cleaning station, demonstrating maintenance.",,data_video/review/archive_candidate_frames/vacuum-058/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-058/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-058/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-058/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-058/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-060,full_positive_review,Vacuum,Vacuum,Energy efficient Digital Inverter Motor | The new Samsung Jet™ Vacuum Cleaner,Internet Archive,https://archive.org/details/youtube-QpDibOca3Tc,Samsung India,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"Frames show a handheld vacuum cleaner being operated on a wooden floor, with a digital display on the handle, and a close-up of its motor components. The vacuum is actively cleaning a spill, demonstrating its use.",,data_video/review/archive_candidate_frames/vacuum-060/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-060/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-060/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-060/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-060/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-062,full_positive_review,Vacuum,Vacuum,[Samsung Core Technology] Vacuum Cleaner: AI Cleaning l Samsung,Internet Archive,https://archive.org/details/youtube-O2A1LbZ95OM,Samsung,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,promotion,yes,"Frames show a vacuum cleaner with AI features, demonstrating automatic adjustment of brush RPM and suction power based on detected floor type (carpet, hard floor, moving objects).",,data_video/review/archive_candidate_frames/vacuum-062/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-062/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-062/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-062/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-062/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-064,full_positive_review,Vacuum,Vacuum,Razzlekhan - VACUUM CLEANER (music video with animations) (2021),Internet Archive,https://archive.org/details/youtube-ncqEZfKLcTs,Razzlekhan,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"A woman is holding and operating a vacuum cleaner in a kitchen setting, with debris visible on the counter, indicating cleaning activity.",,data_video/review/archive_candidate_frames/vacuum-064/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-064/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-064/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-064/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-064/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
vacuum-065,full_positive_review,Vacuum,Vacuum,NEVER USE... This Vacuum Cleaner Haircut Gadget,Internet Archive,https://archive.org/details/2017-08-15_TechSmartt_NEVER-USE-This-Vacuum-Cleaner-Haircut-Gadget,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"A person is using a handheld vacuum cleaner attachment to blow air into their hair, demonstrating its use as a hairdryer or styling tool. The vacuum cleaner is visibly connected to a main unit with a transparent dustbin, and the person is actively operating it.",,data_video/review/archive_candidate_frames/vacuum-065/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-065/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-065/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-065/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-065/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-028,full_positive_review,Washing Machine,Washing Machine,Washer Repair,Internet Archive,https://archive.org/details/washer-repair,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show a front-loading washing machine with its internal components exposed, including wiring and control boards, indicating repair or maintenance work. Text overlay states 'we repair it for you'.",,data_video/review/archive_candidate_frames/washing-028/sample_01.jpg|data_video/review/archive_candidate_frames/washing-028/sample_02.jpg|data_video/review/archive_candidate_frames/washing-028/sample_03.jpg|data_video/review/archive_candidate_frames/washing-028/sample_04.jpg|data_video/review/archive_candidate_frames/washing-028/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-029,full_positive_review,Washing Machine,Washing Machine,[LG Washer] - Install and connect your new LG Washing Machine,Internet Archive,https://archive.org/details/youtube-5626Gv4D7q8,LG customer support Europe_official,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"A cardboard box labeled 'LG WASHING MACHINE' is shown, followed by a person unboxing and assembling the washing machine. A close-up shows a hand installing a component inside the machine.",,data_video/review/archive_candidate_frames/washing-029/sample_01.jpg|data_video/review/archive_candidate_frames/washing-029/sample_02.jpg|data_video/review/archive_candidate_frames/washing-029/sample_03.jpg|data_video/review/archive_candidate_frames/washing-029/sample_04.jpg|data_video/review/archive_candidate_frames/washing-029/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-030,full_positive_review,Washing Machine,Washing Machine,"Whirlpool Aqua Line AWM1850 Washer, Maintenance Wash on White Cottons 95 (Programme 2) (3/3)",Internet Archive,https://archive.org/details/youtube-jgiEcrlIpmA,0000158,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"A front-loading washing machine drum is visible, with a dark, wet interior and a handle on the left. A dark fabric item is briefly inserted and removed, suggesting a maintenance or cleaning action.",,data_video/review/archive_candidate_frames/washing-030/sample_01.jpg|data_video/review/archive_candidate_frames/washing-030/sample_02.jpg|data_video/review/archive_candidate_frames/washing-030/sample_03.jpg|data_video/review/archive_candidate_frames/washing-030/sample_04.jpg|data_video/review/archive_candidate_frames/washing-030/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-032,full_positive_review,Washing Machine,Washing Machine,QuickDrive™ Washing Machine Automatic washer maintenance Samsung,Internet Archive,https://archive.org/details/youtube-YfZbmfCYSSs,Samsung Gulf,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"A woman interacts with a smartphone app called 'Homecare Wizard' that displays a 'Laundry diary' and maintenance notifications for a washing machine. She then follows a step-by-step guide on the phone to perform maintenance on the machine, specifically adding water to the drum.",,data_video/review/archive_candidate_frames/washing-032/sample_01.jpg|data_video/review/archive_candidate_frames/washing-032/sample_02.jpg|data_video/review/archive_candidate_frames/washing-032/sample_03.jpg|data_video/review/archive_candidate_frames/washing-032/sample_04.jpg|data_video/review/archive_candidate_frames/washing-032/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-034,full_positive_review,Washing Machine,Washing Machine,Front Loading Washing Machine In Action,Internet Archive,https://archive.org/details/washingMachine2_201808,na5m,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"Frames show the interior of a drum with clothes and water, with visible agitation and water splashing, consistent with a washing cycle in progress.",,data_video/review/archive_candidate_frames/washing-034/sample_01.jpg|data_video/review/archive_candidate_frames/washing-034/sample_02.jpg|data_video/review/archive_candidate_frames/washing-034/sample_03.jpg|data_video/review/archive_candidate_frames/washing-034/sample_04.jpg|data_video/review/archive_candidate_frames/washing-034/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
