record_id,expected_product_class,title,target_visible,predicted_product_class,procedure_relevance,functional_step_visible,visual_evidence,uncertainty,machine_decision,model,model_revision,prompt_version,frame_paths_json,processed_at,error
vacuum-018,Vacuum,Vacuum Cannon.webm,no,uncertain,uncertain,no,"A person is operating a device with tubing and a pipe on a lab bench, with a can of beer nearby. The device resembles a homemade vacuum cannon, but the frames do not clearly show a household vacuum cleaner or its typical operation.","The device is not clearly identifiable as a household vacuum cleaner; it appears to be a custom-built apparatus, possibly for a physics experiment.",reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/vacuum-018/sample_01.jpg"",""data_video/review/candidate_frames/vacuum-018/sample_02.jpg"",""data_video/review/candidate_frames/vacuum-018/sample_03.jpg"",""data_video/review/candidate_frames/vacuum-018/sample_04.jpg"",""data_video/review/candidate_frames/vacuum-018/sample_05.jpg""]",2026-07-21T11:27:05.952606+00:00,
vacuum-019,Vacuum,Hoover Grandchildren Playing Outside (31-MP-613).webm,no,uncertain,irrelevant,no,"Frames show a child, foliage, and a rooftop silhouette, with no visible vacuum cleaner or related operation.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/vacuum-019/sample_01.jpg"",""data_video/review/candidate_frames/vacuum-019/sample_02.jpg"",""data_video/review/candidate_frames/vacuum-019/sample_03.jpg"",""data_video/review/candidate_frames/vacuum-019/sample_04.jpg"",""data_video/review/candidate_frames/vacuum-019/sample_05.jpg""]",2026-07-21T11:27:31.656051+00:00,
vacuum-020,Vacuum,Interview with Nan Hoover by Willem van Weelden.webm,no,uncertain,irrelevant,no,Frames show a person and a television displaying abstract imagery. No vacuum cleaner or related equipment is visible.,,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/vacuum-020/sample_01.jpg"",""data_video/review/candidate_frames/vacuum-020/sample_02.jpg"",""data_video/review/candidate_frames/vacuum-020/sample_03.jpg"",""data_video/review/candidate_frames/vacuum-020/sample_04.jpg"",""data_video/review/candidate_frames/vacuum-020/sample_05.jpg""]",2026-07-21T11:27:57.003077+00:00,
vacuum-021,Vacuum,Observation-of-Live-Ticks-(Haemaphysalis-flava)-by-Scanning-Electron-Microscopy-under-High-Vacuum-pone.0032676.s002.ogv,no,uncertain,irrelevant,no,"Frames show scanning electron microscope images of ticks, with a brief shot of a gloved hand holding a small object over a petri dish. No vacuum cleaner or related components are visible.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/vacuum-021/sample_01.jpg"",""data_video/review/candidate_frames/vacuum-021/sample_02.jpg"",""data_video/review/candidate_frames/vacuum-021/sample_03.jpg"",""data_video/review/candidate_frames/vacuum-021/sample_04.jpg"",""data_video/review/candidate_frames/vacuum-021/sample_05.jpg""]",2026-07-21T11:28:27.378600+00:00,
vacuum-022,Vacuum,Rodin coil - 120 vac = Flying magnets... separating neodymium magnets via Rodin coil (TEST12).webm,no,uncertain,uncertain,no,"Frames show a workbench with electronic equipment, wires, and a large coil-like object. A hand is seen holding magnets and tools, but no vacuum cleaner or related device is visible.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/vacuum-022/sample_01.jpg"",""data_video/review/candidate_frames/vacuum-022/sample_02.jpg"",""data_video/review/candidate_frames/vacuum-022/sample_03.jpg"",""data_video/review/candidate_frames/vacuum-022/sample_04.jpg"",""data_video/review/candidate_frames/vacuum-022/sample_05.jpg""]",2026-07-21T11:28:57.687667+00:00,
vacuum-025,Vacuum,Herbert Hoover video montage.ogv,no,uncertain,irrelevant,no,"Frames show historical footage of Herbert Hoover, the 30th President of the United States, in various settings including close-ups, at a desk, and addressing crowds. No household products or appliances are visible.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/vacuum-025/sample_01.jpg"",""data_video/review/candidate_frames/vacuum-025/sample_02.jpg"",""data_video/review/candidate_frames/vacuum-025/sample_03.jpg"",""data_video/review/candidate_frames/vacuum-025/sample_04.jpg"",""data_video/review/candidate_frames/vacuum-025/sample_05.jpg""]",2026-07-21T11:29:29.441618+00:00,
vacuum-026,Vacuum,Vacuum Packaging Machine.webm,yes,Vacuum,operation,yes,"A person is shown placing a bag of granular material into a stainless steel machine with a hinged lid, which is then closed. The machine has a control panel with a digital display and buttons, and the brand 'Sevana' is visible. This action is consistent with vacuum sealing.",,retain_for_human_review,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/vacuum-026/sample_01.jpg"",""data_video/review/candidate_frames/vacuum-026/sample_02.jpg"",""data_video/review/candidate_frames/vacuum-026/sample_03.jpg"",""data_video/review/candidate_frames/vacuum-026/sample_04.jpg"",""data_video/review/candidate_frames/vacuum-026/sample_05.jpg""]",2026-07-21T11:30:05.832647+00:00,
washing-005,Washing Machine,Bauerntag im Freilichtmuseum Roscheider Hof 2016.webm,no,uncertain,irrelevant,no,"The frames show outdoor scenes at what appears to be a farmers' market or open-air museum event, including people, a beekeeping association stall, a wood-fired stove, and a large perforated metal drum. None of these are household washing machines.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-005/sample_01.jpg"",""data_video/review/candidate_frames/washing-005/sample_02.jpg"",""data_video/review/candidate_frames/washing-005/sample_03.jpg"",""data_video/review/candidate_frames/washing-005/sample_04.jpg"",""data_video/review/candidate_frames/washing-005/sample_05.jpg""]",2026-07-21T11:30:40.071733+00:00,
washing-006,Washing Machine,Crouzet 82432 Timer Motor.webm,no,uncertain,component_overview,no,"A small, circular motor with wires and connectors is shown on a dark surface. The object appears to be a component, possibly from an appliance, but no specific appliance or its operation is visible.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-006/sample_01.jpg"",""data_video/review/candidate_frames/washing-006/sample_02.jpg"",""data_video/review/candidate_frames/washing-006/sample_03.jpg"",""data_video/review/candidate_frames/washing-006/sample_04.jpg"",""data_video/review/candidate_frames/washing-006/sample_05.jpg""]",2026-07-21T11:31:11.199314+00:00,
washing-007,Washing Machine,Wringer washer.webm,yes,Washing Machine,operation,yes,"A person is operating a manual wringer machine, turning a crank to compress fabric between rollers, which is a key laundry operation.",,retain_for_human_review,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-007/sample_01.jpg"",""data_video/review/candidate_frames/washing-007/sample_02.jpg"",""data_video/review/candidate_frames/washing-007/sample_03.jpg"",""data_video/review/candidate_frames/washing-007/sample_04.jpg"",""data_video/review/candidate_frames/washing-007/sample_05.jpg""]",2026-07-21T11:31:38.254492+00:00,
washing-009,Washing Machine,Aerra's Films of the Ordinary XV -- Washing machine pythagorean cup.webm,yes,Washing Machine,maintenance,yes,"A hand is pouring liquid from a measuring cup into a detergent compartment of a white appliance. The appliance has labeled compartments and a 'Start/Pause' button, consistent with a washing machine. The action is clearly maintenance-related, specifically adding detergent.",,retain_for_human_review,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-009/sample_01.jpg"",""data_video/review/candidate_frames/washing-009/sample_02.jpg"",""data_video/review/candidate_frames/washing-009/sample_03.jpg"",""data_video/review/candidate_frames/washing-009/sample_04.jpg"",""data_video/review/candidate_frames/washing-009/sample_05.jpg""]",2026-07-21T11:32:12.290463+00:00,
washing-010,Washing Machine,The Dancing Washing Machine from Videocon India.webm,yes,Washing Machine,setup,yes,"A front-loading washing machine is visible in a laundry area, with hoses and water connections nearby, suggesting setup or maintenance. The machine's control panel is visible in some frames.",,retain_for_human_review,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-010/sample_01.jpg"",""data_video/review/candidate_frames/washing-010/sample_02.jpg"",""data_video/review/candidate_frames/washing-010/sample_03.jpg"",""data_video/review/candidate_frames/washing-010/sample_04.jpg"",""data_video/review/candidate_frames/washing-010/sample_05.jpg""]",2026-07-21T11:32:42.381563+00:00,
washing-011,Washing Machine,Crazy Asko washing machine.webm,yes,Washing Machine,operation,yes,"A front-loading washing machine is shown with its drum visibly rotating, indicating it is in operation during a wash cycle.",,retain_for_human_review,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-011/sample_01.jpg"",""data_video/review/candidate_frames/washing-011/sample_02.jpg"",""data_video/review/candidate_frames/washing-011/sample_03.jpg"",""data_video/review/candidate_frames/washing-011/sample_04.jpg"",""data_video/review/candidate_frames/washing-011/sample_05.jpg""]",2026-07-21T11:33:08.801154+00:00,
washing-013,Washing Machine,Episode 26 - Sidekick - KEEP IT WEIRD.webm,no,uncertain,irrelevant,no,"The frames depict animated characters in various scenarios: floating in water, in a dark cave, on a couch, inside a car, and in a forest. None show a washing machine or any related laundry appliance.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-013/sample_01.jpg"",""data_video/review/candidate_frames/washing-013/sample_02.jpg"",""data_video/review/candidate_frames/washing-013/sample_03.jpg"",""data_video/review/candidate_frames/washing-013/sample_04.jpg"",""data_video/review/candidate_frames/washing-013/sample_05.jpg""]",2026-07-21T11:33:41.014202+00:00,
washing-014,Washing Machine,20160916-AMS-LSC-9001 USDA Farmers Market and Ocean Spray Cooperative Cranberry Bog Harvest.webm,no,uncertain,irrelevant,no,"Frames show a farmers market setup with cranberries, hay bales, and people, not a washing machine or any related appliance.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-014/sample_01.jpg"",""data_video/review/candidate_frames/washing-014/sample_02.jpg"",""data_video/review/candidate_frames/washing-014/sample_03.jpg"",""data_video/review/candidate_frames/washing-014/sample_04.jpg"",""data_video/review/candidate_frames/washing-014/sample_05.jpg""]",2026-07-21T11:34:08.221008+00:00,
washing-015,Washing Machine,Police K9 Catches His First Suspect & Makes Him Scream In Pain!.webm,no,uncertain,irrelevant,no,"Frames show a police K9 unit, a residential yard, and a dog being handled by a person. No washing machine or related activity is visible.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-015/sample_01.jpg"",""data_video/review/candidate_frames/washing-015/sample_02.jpg"",""data_video/review/candidate_frames/washing-015/sample_03.jpg"",""data_video/review/candidate_frames/washing-015/sample_04.jpg"",""data_video/review/candidate_frames/washing-015/sample_05.jpg""]",2026-07-21T11:34:36.469647+00:00,
washing-016,Washing Machine,The Paneless Window Washer (1937).webm,no,uncertain,irrelevant,no,"The frames depict a cartoon character, Popeye, performing window cleaning on a city street and rooftop. The visible evidence includes a bucket, a squeegee, and a 'Paneless Window Cleaning' sign, which are tools and context for window cleaning, not for operating a washing machine.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-016/sample_01.jpg"",""data_video/review/candidate_frames/washing-016/sample_02.jpg"",""data_video/review/candidate_frames/washing-016/sample_03.jpg"",""data_video/review/candidate_frames/washing-016/sample_04.jpg"",""data_video/review/candidate_frames/washing-016/sample_05.jpg""]",2026-07-21T11:35:13.013260+00:00,
washing-017,Washing Machine,Wuppertal - Zoo - Loxodonta africana 04 (1) ies.webm,no,uncertain,irrelevant,no,"Elephants are being washed by humans using hoses in an enclosure. The activity is clearly animal care, not household product operation.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-017/sample_01.jpg"",""data_video/review/candidate_frames/washing-017/sample_02.jpg"",""data_video/review/candidate_frames/washing-017/sample_03.jpg"",""data_video/review/candidate_frames/washing-017/sample_04.jpg"",""data_video/review/candidate_frames/washing-017/sample_05.jpg""]",2026-07-21T11:35:39.679918+00:00,
washing-018,Washing Machine,Controlling-the-motion-of-multiple-objects-on-a-Chladni-plate-ncomms12764-s5.ogv,no,uncertain,irrelevant,no,"Frames show a Chladni plate experiment with vibrating patterns and displacement fields, not a washing machine or any household laundry appliance.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-018/sample_01.jpg"",""data_video/review/candidate_frames/washing-018/sample_02.jpg"",""data_video/review/candidate_frames/washing-018/sample_03.jpg"",""data_video/review/candidate_frames/washing-018/sample_04.jpg"",""data_video/review/candidate_frames/washing-018/sample_05.jpg""]",2026-07-21T11:36:06.252352+00:00,
washing-019,Washing Machine,Kärcher K3.550 pressure washing using a Dirtblaster wand attachment.webm,no,uncertain,irrelevant,no,"Frames show a pressure washer nozzle cleaning stone pavers, with water spray and dirt being removed. The device is clearly a pressure washer, not a washing machine.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-019/sample_01.jpg"",""data_video/review/candidate_frames/washing-019/sample_02.jpg"",""data_video/review/candidate_frames/washing-019/sample_03.jpg"",""data_video/review/candidate_frames/washing-019/sample_04.jpg"",""data_video/review/candidate_frames/washing-019/sample_05.jpg""]",2026-07-21T11:36:34.752545+00:00,
washing-021,Washing Machine,Pressure washer rotary attachment in slow motion.webm,no,uncertain,irrelevant,no,"A pressure washer nozzle is shown spraying water at weeds growing in a crack between paving stones. The frames show the nozzle and the water stream, with one frame labeled 'Slow 40x'.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-021/sample_01.jpg"",""data_video/review/candidate_frames/washing-021/sample_02.jpg"",""data_video/review/candidate_frames/washing-021/sample_03.jpg"",""data_video/review/candidate_frames/washing-021/sample_04.jpg"",""data_video/review/candidate_frames/washing-021/sample_05.jpg""]",2026-07-21T11:37:05.586207+00:00,
washing-022,Washing Machine,Pressure washing screamer.webm,no,uncertain,irrelevant,no,"A high-pressure water jet is cleaning dirty stone tiles and muddy ground. The device resembles a pressure washer, not a washing machine.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-022/sample_01.jpg"",""data_video/review/candidate_frames/washing-022/sample_02.jpg"",""data_video/review/candidate_frames/washing-022/sample_03.jpg"",""data_video/review/candidate_frames/washing-022/sample_04.jpg"",""data_video/review/candidate_frames/washing-022/sample_05.jpg""]",2026-07-21T11:37:32.637571+00:00,
washing-023,Washing Machine,Skoda Yeti.ogv,no,uncertain,irrelevant,no,"Close-up of a car's headlight assembly, showing the main headlight and a smaller auxiliary light. The main headlight is illuminated in some frames.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-023/sample_01.jpg"",""data_video/review/candidate_frames/washing-023/sample_02.jpg"",""data_video/review/candidate_frames/washing-023/sample_03.jpg"",""data_video/review/candidate_frames/washing-023/sample_04.jpg"",""data_video/review/candidate_frames/washing-023/sample_05.jpg""]",2026-07-21T11:38:00.880213+00:00,
washing-024,Washing Machine,""" LEATHERNECKS ON PARADE "" 1942 UNITED STATES MARINE CORPS & JOE E. BROWN PROMO GG13165.webm",no,uncertain,irrelevant,no,"Frames show an American flag, soldiers carrying equipment, soldiers in formation with rifles, a dark underwater scene, and a military parade. None depict a washing machine or any related laundry appliance.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-024/sample_01.jpg"",""data_video/review/candidate_frames/washing-024/sample_02.jpg"",""data_video/review/candidate_frames/washing-024/sample_03.jpg"",""data_video/review/candidate_frames/washing-024/sample_04.jpg"",""data_video/review/candidate_frames/washing-024/sample_05.jpg""]",2026-07-21T11:38:30.888211+00:00,
washing-025,Washing Machine,About Fallout (1963).webm,no,uncertain,irrelevant,no,"Frames show a woman on a beach, a map of the US with dots, a patterned wallpaper, a person cracking an egg into a bowl, and a bright light. None depict a washing machine or any related laundry activity.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-025/sample_01.jpg"",""data_video/review/candidate_frames/washing-025/sample_02.jpg"",""data_video/review/candidate_frames/washing-025/sample_03.jpg"",""data_video/review/candidate_frames/washing-025/sample_04.jpg"",""data_video/review/candidate_frames/washing-025/sample_05.jpg""]",2026-07-21T11:39:04.139029+00:00,
washing-026,Washing Machine,Mining and Preparation of Anthracite Coal.webm,no,uncertain,irrelevant,no,"The frames depict mining and coal processing operations, including workers handling coal, water washing, and industrial machinery. No household washing machine is visible.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-026/sample_01.jpg"",""data_video/review/candidate_frames/washing-026/sample_02.jpg"",""data_video/review/candidate_frames/washing-026/sample_03.jpg"",""data_video/review/candidate_frames/washing-026/sample_04.jpg"",""data_video/review/candidate_frames/washing-026/sample_05.jpg""]",2026-07-21T11:39:31.800614+00:00,
washing-027,Washing Machine,SPINNING SLINKY - Punjabi.webm,no,uncertain,uncertain,no,"Frames show a hand assembling a toy with a wooden stick, a green spiral, and a small fan-like structure. The text overlays suggest it's a DIY toy project, not a household appliance.",,reject_out_of_scope,Qwen/Qwen3-VL-8B-Instruct,0c351dd01ed87e9c1b53cbc748cba10e6187ff3b,candidate-scope-screen-v1,"[""data_video/review/candidate_frames/washing-027/sample_01.jpg"",""data_video/review/candidate_frames/washing-027/sample_02.jpg"",""data_video/review/candidate_frames/washing-027/sample_03.jpg"",""data_video/review/candidate_frames/washing-027/sample_04.jpg"",""data_video/review/candidate_frames/washing-027/sample_05.jpg""]",2026-07-21T11:40:02.718128+00:00,
