record_id,product_class,archive_identifier,title,creator,description_excerpt,source_page_url,license_url,selected_file,selected_format,bytes,duration_seconds,width,height,matched_queries,discovery_score,selection_status,selection_reason
washing-067,Washing Machine,youtube-71kKEb5FNnI,LG Washer : How to How to Remove Odd Odors from Washer| LG,LG Global,Are there strange odors coming from your washing machine? Watch our video for troubleshooting odors. 1) Drum Cleaning 2) Check Drain Hose 3) Dispenser Cleaning For more information visit▶ Brand Site: https://www.lg.com/common/index Source: https://www.youtube.com/watch?v=71kKEb5FNnI Uploader: LG Global,https://archive.org/details/youtube-71kKEb5FNnI,,71kKEb5FNnI.mp4,MPEG4,10999515,158.5,1280,720,"title:(""LG Washer"")",7,selected_for_download,
washing-064,Washing Machine,youtube-CiJI2aq_Wnw,LG Washer : How to repair Washing Machine Performance Issues | LG,LG Global,Let's go over some common performance issues and how to fix them. 1) Wrinkling 2) Poor Stain Removal 3) Staining For more information visit▶ Brand Site: https://www.lg.com/common/index Source: https://www.youtube.com/watch?v=CiJI2aq_Wnw Uploader: LG Global,https://archive.org/details/youtube-CiJI2aq_Wnw,,CiJI2aq_Wnw.mp4,MPEG4,8829614,140.41,1280,720,"title:(""LG Washer"") | title:(""washing machine"" ""how to"")",7,selected_for_download,
washing-062,Washing Machine,youtube-S_7pnxpmFcU,LG Washer : How to repair Washing Machine Performance Issues | LG,LG Malaysia,Let's go over some common performance issues and how to fix them. 1) Wrinkling 2) Poor Stain Removal 3) Staining For more information visit https://www.lg.com/my/front-load-washers Source: https://www.youtube.com/watch?v=S_7pnxpmFcU Uploader: LG Malaysia,https://archive.org/details/youtube-S_7pnxpmFcU,,S_7pnxpmFcU.mp4,MPEG4,8009058,140.41,1280,720,"title:(""LG Washer"") | title:(""washing machine"" ""how to"")",7,selected_for_download,
washing-065,Washing Machine,youtube-VW8QV9W6LZ0,LG Washer : How to deal with Troubleshooting Noises | LG,LG Global,Is your LG washing machine making strange noises during a cycle? Here are a few things you can do on your own to solve them. 1) Thumping Sound 2) Vibrating Noise 3) Rattling & Clanking Noise For more information visit▶ Brand Site: https://www.lg.com/common/index Source: https://www.youtube.com/watch?v=VW8QV9W6LZ0 Uploader: LG Global,https://archive.org/details/youtube-VW8QV9W6LZ0,,VW8QV9W6LZ0.mp4,MPEG4,8983869,154.39,1280,720,"title:(""LG Washer"")",7,selected_for_download,
washing-069,Washing Machine,youtube-gRfpIUVfgZQ,LG Washer : How to How to Remove Odd Odors from Washer | LG,LG Malaysia,Are there strange odors coming from your washing machine? Watch our video for troubleshooting odors. 1) Drum Cleaning 2) Check Drain Hose 3) Dispenser Cleaning For more information visit https://www.lg.com/my/front-load-washers Source: https://www.youtube.com/watch?v=gRfpIUVfgZQ Uploader: LG Malaysia,https://archive.org/details/youtube-gRfpIUVfgZQ,,gRfpIUVfgZQ.mp4,MPEG4,11050237,158.5,1280,720,"title:(""LG Washer"")",7,selected_for_download,
washing-068,Washing Machine,youtube-rMsIyVGbBAk,LG Washer : How to Use the General Dispenser Drawer | LG,LG Gulf,Hello and welcome to LG's step-by-step guide on how to use the general dispenser drawer. 1) When to Clean 2) Pre-Wash 3) Softener 4) Cleaning the Dispenser Drawer Source: https://www.youtube.com/watch?v=rMsIyVGbBAk Uploader: LG Gulf,https://archive.org/details/youtube-rMsIyVGbBAk,,rMsIyVGbBAk.mp4,MPEG4,11024112,188.22,1280,720,"title:(""LG Washer"")",7,selected_for_download,
washing-066,Washing Machine,youtube-rkRoBFW2k0I,How to clean the debris filter of your Samsung Front Load washing machine,Samsung India,"Regularly cleaning and unclogging the debris filter of your Front Load washing machine will optimise its performance. Watch this video to learn the simple steps by which you can locate, remove and clean the filter. If you require any help, or have any further queries, you can reach our executives on 1800 5 SAMSUNG (7267864). Our executives will be happy to assist you. Know more: http://spr.ly/6059KTiMH #Samsung #Samsung Connect with us: Support: http://spr.ly/6051KTiMJ Community: http://spr.ly/6",https://archive.org/details/youtube-rkRoBFW2k0I,,rkRoBFW2k0I.mp4,MPEG4,10049108,133.65,1280,720,"title:(""washing machine"" ""how to"")",7,selected_for_download,
washing-060,Washing Machine,youtube-trWG49Qp5ps,LG Washer - How to Use the Spin Only Option (2018 Update),LG USA,"In this video we will show you how to select a ""Spin Only"" option without running a full wash cycle on your LG washing machine. This cycle helps t Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=trWG49Qp5ps Uploader: LG USA",https://archive.org/details/youtube-trWG49Qp5ps,,trWG49Qp5ps.mp4,MPEG4,6962702,64.41,1280,720,"title:(""LG Washer"")",7,selected_for_download,
washing-059,Washing Machine,youtube-yz6PV8O5C2s,LG Washer and Dryer - Child Lock,LG USA,"The Child Lock function on your LG washer and dryer helps to prevent children or others from changing the cycle settings. In this short video, we will show you how to properly use the Child Lock feature. For more LG product information, please visit us at: http://www.lg.com/us Source: https://www.youtube.com/watch?v=yz6PV8O5C2s Uploader: LG USA",https://archive.org/details/youtube-yz6PV8O5C2s,,yz6PV8O5C2s.mp4,MPEG4,5738298,148.21,1280,720,"title:(""LG Washer"")",7,selected_for_download,
,Washing Machine,youtube--v4QQcceoH0,How To Clean Your Washing Machine Filter | Samsung UK,Samsung UK,"Discover how to clean your washing machine filter with our step-by-step guide. For more information on checking the washing machine filter, drain pump filters and more, please visit https://bit.ly/washing-machine-tips Discover our range of laundry appliances washing machines & tumble dryers at https://bit.ly/samsung-washers-dryers Subscribe to @SamsungUK for the latest product updates https://www.youtube.com/c/samsunguk?sub_confirmation=1 Source: https://www.youtube.com/watch?v=-v4QQcceoH0 Uploa",https://archive.org/details/youtube--v4QQcceoH0,,-v4QQcceoH0.mp4,MPEG4,13625532,116.56,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",7,eligible,
,Washing Machine,youtube-0C6nVEs6saA,How to Adjust the Water Pressure in Your Washing Machine | Samsung UK,Samsung UK,"Find out how to adjust the water pressure in your washing machine in this video. For more information, please visit the Samsung UK Support at https://bit.ly/samsung_support If you are experiencing low water pressure, make sure to check the inlet hose and clean the mesh filter. Disconnect your Samsung washing machine from the mains and check if there are any damages to the hose. This should ensure that the water pressure required for the washing machine is working at its optimum. Discover our ran",https://archive.org/details/youtube-0C6nVEs6saA,,0C6nVEs6saA.mp4,MPEG4,12862236,100.94,1280,720,"title:(""washing machine"" ""how to"")",7,eligible,
,Washing Machine,youtube-1txg3e9mo2M,LG Washer/Dryer - How to Install The WashTower™ with Center Control™,LG USA,Please read through the instructions in the manual or watch this video in its entirety before attempting installation. Be sure to pause the video when necessary. ________________________________________________ Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=1txg3e9mo2M Uploader: LG USA,https://archive.org/details/youtube-1txg3e9mo2M,,1txg3e9mo2M.mp4,MPEG4,77331318,400.24,1280,720,"title:(""LG Washer"")",7,eligible,
,Washing Machine,youtube-5BaGoVOuSBc,How to fix the ‘water draining’ issue in a Samsung Front Load washing machine,Samsung India,"Are you facing the water draining issue while using your Front Load washing machine? Worry not. Just follow the steps shown in the video and you will be able to resolve it in no time. For any reason, if the problem persists, please give us a call on 1800 5 SAMSUNG (7267864). Our executives will be happy to assist you. Know more: https://bit.ly/3HcLygM. #Samsung Connect with us: Support: http://spr.ly/6051KnmMJ Community: http://spr.ly/6054KnmMM Facebook: http://spr.ly/6055KnmM3 Twitter: http://s",https://archive.org/details/youtube-5BaGoVOuSBc,,5BaGoVOuSBc.mp4,MPEG4,12391205,245.37,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",7,eligible,
,Washing Machine,youtube-5Ty3bVhR5iM,LG Washer - Cleaning the Drain Pump Filter (2018 Update),LG USA,"In this video, we will show you how to retrieve any lost items and keep your LG Washer running properly for years to come. Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=5Ty3bVhR5iM Uploader: LG USA",https://archive.org/details/youtube-5Ty3bVhR5iM,,5Ty3bVhR5iM.mp4,MPEG4,22385711,121.97,1280,720,"title:(""LG Washer"")",7,eligible,
,Washing Machine,youtube-9B0qMpIOSGI,LG Washer : How to Level the Washer | LG,LG Global,"If you're installing or relocating your washing machine, or are wondering why your current machine is rocking from side to side, it's important to make sure it's leveled. 1) Checking the Level 2) Adjusting and Leveling the Feet 3) Using Anti-Slip Pads For more information visit▶ Brand Site: https://www.lg.com/common/index Source: https://www.youtube.com/watch?v=9B0qMpIOSGI Uploader: LG Global",https://archive.org/details/youtube-9B0qMpIOSGI,,9B0qMpIOSGI.mp4,MPEG4,13004862,173.22,1280,720,"title:(""LG Washer"")",7,eligible,
,Washing Machine,youtube-DWMD2fnPHgE,[LG Washing machine] - How to clean the detergent drawer and dispenser,LG customer support Europe_official,"This video describes how to clean your washing machine's detergent drawer and dispenser. You only need to use water and a brush. When really dirty, use some hot boiled water to flush the dispenser. Source: https://www.youtube.com/watch?v=DWMD2fnPHgE Uploader: LG customer support Europe_official",https://archive.org/details/youtube-DWMD2fnPHgE,,DWMD2fnPHgE.mp4,MPEG4,13261597,54.96,1280,720,"title:(""washing machine"" ""how to"")",7,eligible,
,Washing Machine,youtube-nrs96_CbkZM,Samsung Top Load Washing Machine | How to clean the inlet filter,Samsung India,"If your Samsung washing machine is filling up slower than usual, or not filling up at all, it could be due to blockage of the inlet filter. Watch this video to see how you can resolve this easily by yourself. If the issue still persists, please feel free to contact our service helpline on 1800 5 SAMSUNG (7267864). #Samsung Know more: http://spr.ly/6054HMsfY Connect with us: Support: http://spr.ly/6055HMsfl Community: http://spr.ly/6056HMsfm Facebook: http://spr.ly/6057HMsfW Twitter: http://spr.l",https://archive.org/details/youtube-nrs96_CbkZM,,nrs96_CbkZM.mp4,MPEG4,11826049,80.9,1280,720,"title:(""washing machine"" ""how to"")",7,eligible,
,Washing Machine,youtube-pSaxefkGHrg,How to install the 16kg Washing Machine Stacking Kit (SKK-ATV/SA) | Samsung New Zealand,Samsung New Zealand,"Learn how to use the 16kg Washing Machine Stacking Kit (SKK-ATV/SA). Compatible with Samsung Washing Machines, including: WF16T9500GV/SA. Learn more - https://www.samsung.com/nz/home-appliance-accessories/stacking-kit-16kg-platinum-silver-skk-atv-sa/ Source: https://www.youtube.com/watch?v=pSaxefkGHrg Uploader: Samsung New Zealand",https://archive.org/details/youtube-pSaxefkGHrg,,pSaxefkGHrg.mp4,MPEG4,27268355,152.32,1280,720,"title:(""washing machine"" ""how to"")",7,eligible,
,Washing Machine,youtube-t7w2OOry_Pc,[LG Washer] - How to clean the drain filter,LG customer support Europe_official,This video describes how to clean the drain filter of your LG washing machine. Source: https://www.youtube.com/watch?v=t7w2OOry_Pc Uploader: LG customer support Europe_official,https://archive.org/details/youtube-t7w2OOry_Pc,,t7w2OOry_Pc.mp4,MPEG4,11537555,142.64,1280,720,"title:(""LG Washer"")",7,eligible,
,Washing Machine,youtube-vQ6LJXEdkjI,LG Washer : How to repair ezDispense(auto dosing) common issues | LG,LG Global,Let's go over some common ezDispense issues and how to fix them. 1) Check Settings 2) Refill Alarm 3) Not Dispensing 4) Detergent Residue 5) Leakage For more information visit▶ Brand Site: https://www.lg.com/common/index Source: https://www.youtube.com/watch?v=vQ6LJXEdkjI Uploader: LG Global,https://archive.org/details/youtube-vQ6LJXEdkjI,,vQ6LJXEdkjI.mp4,MPEG4,11712394,197.28,1280,720,"title:(""LG Washer"")",7,eligible,
,Washing Machine,youtube-y6-YKG-TPyY,[LG Washing machine] - How to dose detergent and softener,LG customer support Europe_official,"This video describes how to correctly dose your detergent and softener in your LG washing machine. Always read the instructions on your detergent & softener package! Overdosing can cause foam and possibly even leakages. Additionally, keep your detergent drawer and dispenser clean. Source: https://www.youtube.com/watch?v=y6-YKG-TPyY Uploader: LG customer support Europe_official",https://archive.org/details/youtube-y6-YKG-TPyY,,y6-YKG-TPyY.mp4,MPEG4,15228811,78.93,1280,720,"title:(""washing machine"" ""how to"")",7,eligible,
,Washing Machine,handmade-creative-channel-how-to-make-a-homemade-metal-lathe-using-an-old-washing-machine-motor,Handmade Creative Channel - How To Make A Homemade Metal Lathe Using An Old Washing Machine Motor,Handmade Creative Channel,Handmade Creative Channel - How To Make A Homemade Metal Lathe Using An Old Washing Machine Motor,https://archive.org/details/handmade-creative-channel-how-to-make-a-homemade-metal-lathe-using-an-old-washing-machine-motor,,,,,,,,"title:(""washing machine"" ""how to"")",6,reject_file,no bounded video file
,Washing Machine,youtube--m756gfEiw0,[LG Washing machine] - How to replace the door lock,LG customer support Europe_official,This video shows how to replace the door lock of a LG washing machine. Source: https://www.youtube.com/watch?v=-m756gfEiw0 Uploader: LG customer support Europe_official,https://archive.org/details/youtube--m756gfEiw0,,-m756gfEiw0.mp4,MPEG4,35234535,188.04,1280,720,"title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube--usha2VHqGw,[LG Washer & Washer-Dryer] How to replace the drum light,LG customer support Europe_official,"This video explains how you can replace the light of an LG Signature washer or washer-dryer model. Important: Make sure to power off the appliance before starting the replacement. 00:00 - Disassembly top cover, front (+door) and the light 02:19 - Assembly light, front (+door) and top cover music: bensound.com Source: https://www.youtube.com/watch?v=-usha2VHqGw Uploader: LG customer support Europe_official",https://archive.org/details/youtube--usha2VHqGw,,-usha2VHqGw.mp4,MPEG4,64404563,270.21,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-0nV82fDeVso,"QuickDrive™ Washing Machine: Half the time, more time for you │ Samsung Singapore",Samsung Singapore,In a hurry? QuickDrive™ reduces washing time by up to 50% and energy use by 20% without compromising cleaning performance. #Samsung #WashingMachine #QuickDrive Source: https://www.youtube.com/watch?v=0nV82fDeVso Uploader: Samsung Singapore,https://archive.org/details/youtube-0nV82fDeVso,,0nV82fDeVso.mp4,MPEG4,8330952,30.0,1280,720,"title:(""Samsung"" ""washing machine"")",6,eligible,
,Washing Machine,youtube-0rLOkwV3QSg,LG Washer - The Waterproof Cycle,LG USA,"Wash away dirt and grime from your waterproof or water resistant items without worry, using LG's Waterproof cycle. Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=0rLOkwV3QSg Uploader: LG USA",https://archive.org/details/youtube-0rLOkwV3QSg,,0rLOkwV3QSg.mp4,MPEG4,19077388,76.58,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-24fxAtDii6Y,[LG Washing Machine] - How to stack an LG Dryer on an LG Washer with a Stacking Plate,LG customer support Europe_official,"This video describes how to stack an LG tumble dryer on an LG Washing Machine using a Stacking Plate. The LG stacking plate model DSTWH fits on most 55 cm deep washing machines and is supplied with 3 adapters, so also other depths may be supported. In case of doubt, please contact your local LG support channels. Source: https://www.youtube.com/watch?v=24fxAtDii6Y Uploader: LG customer support Europe_official",https://archive.org/details/youtube-24fxAtDii6Y,,24fxAtDii6Y.mp4,MPEG4,32911657,180.14,1280,720,"title:(""LG Washer"") | title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-2vP3Pmfju4k,AddWash™ Washing Machine How to clean your washer Samsung,Samsung Gulf,Source: https://www.youtube.com/watch?v=2vP3Pmfju4k Uploader: Samsung Gulf,https://archive.org/details/youtube-2vP3Pmfju4k,,2vP3Pmfju4k.mp4,MPEG4,10875539,59.7,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-3c45dx1y5Dk,LG Washer - Top Load Balancing & UE Message (2018 Update),LG USA,"Your high-efficiency washing machine was intelligently built to keep your clothes clean and beautiful. At the beginning of every spin cycle, your washer is able to determine if your load is out of balance. This video will explain how your washer automatically balances each load and the steps to take if a UE message occurs. For more information regarding LG products, please visit us at: http://www.lg.com/us Source: https://www.youtube.com/watch?v=3c45dx1y5Dk Uploader: LG USA",https://archive.org/details/youtube-3c45dx1y5Dk,,3c45dx1y5Dk.mp4,MPEG4,23508843,88.1,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-7gEHMFQvlZc,Samsung Top Load Washing Machine: How to Resolve Noise Issue,Samsung India,"Samsung’s Top Loading Washing Machines are renowned for their noise-free and efficient washing. But, in case you are facing issue of excessive noise during spin cycle, watch this video and follow a few easy steps to resolve it. If the issue still persists, please feel free to contact our service helpline on 1800 5 SAMSUNG (7267864). Connect with us: Support: https://www.samsung.com/in/support/ Community: https://r2.community.samsung.com/t5/India/ct-p/in Facebook: https://www.facebook.com/Samsung",https://archive.org/details/youtube-7gEHMFQvlZc,,7gEHMFQvlZc.mp4,MPEG4,10169291,158.22,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-9b6RFau1eQs,LG Front Load Washing Machine - Installation,LG USA,"To install your LG Washing Machine you must follow these instructions to ensure proper installation. It is important that you review the entire user's manual before installing and using your machine. Detailed instructions concerning electrical connections, gas connections, and exhaust requirements are provided in the owner's manual. Source: https://www.youtube.com/watch?v=9b6RFau1eQs Uploader: LG USA",https://archive.org/details/youtube-9b6RFau1eQs,,9b6RFau1eQs.mp4,MPEG4,16023243,156.62,1280,720,"title:(""washing machine"")",6,eligible,
,Washing Machine,youtube-9nvGgYSgQeE,[LG ThinQ + Washing Machine] - How to use LG Washing Machine functions via LG ThinQ (Android phone),LG customer support Europe_official,This video describes how to use LG washing machine functions via the LG ThinQ app on an Android phone (Note that Android tablets are not supported). Source: https://www.youtube.com/watch?v=9nvGgYSgQeE Uploader: LG customer support Europe_official,https://archive.org/details/youtube-9nvGgYSgQeE,,9nvGgYSgQeE.mp4,MPEG4,3385488,45.98,1280,720,"title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-BRKZKQ1FxK4,LG Washer ezDispense™ - How to Use the Manual Dispense Function on the ezDispense™ Washer,LG USA,"Rather than changing out the detergent in the ezDispense reservoir, use the manual dispense function for single-use detergents. _______________________________________________ Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=BRKZKQ1FxK4 Uploader: LG USA",https://archive.org/details/youtube-BRKZKQ1FxK4,,BRKZKQ1FxK4.mp4,MPEG4,7524296,53.52,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-D7ztU75W8jI,How to use your LG washing machine dispenser,LG DIY Service,"LG washing machine dispenser, how to use LG washing machine dispenser, LG washer detergent dispenser Source: https://www.youtube.com/watch?v=D7ztU75W8jI Uploader: LG DIY Service",https://archive.org/details/youtube-D7ztU75W8jI,,D7ztU75W8jI.mp4,MPEG4,12135580,188.17,1280,720,"title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-D9Gttp3iGlA,How to clean the detergent drawer of your Samsung Top Load washing machine,Samsung India,"To get the best performance from your washing machine, it is important to keep the detergent drawer clean and hygienic. Follow the simple steps shown in this video to learn how to easily clean the detergent drawer. If you would like any further assistance, or have a query related to this video, contact us on 1800 5 SAMSUNG (7267864). Our executives will be happy to assist you. #Samsung Know more: http://spr.ly/6059y07qZ Connect with us: Support: http://spr.ly/6050y07qw Community: http://spr.ly/6",https://archive.org/details/youtube-D9Gttp3iGlA,,D9Gttp3iGlA.mp4,MPEG4,4164057,78.81,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-DZTBhyYuNzQ,Samsung Top Load Washing Machine | How to resolve water leakage issue,Samsung India,"Is your washing machine water inlet leaking? Simply follow the steps shown in this video to learn how to fix it. If the problem still persists, please feel free to contact our service helpline on 1800 5 SAMSUNG (7267864). #Samsung Know more: http://spr.ly/6056HMs10 Connect with us: Support: http://spr.ly/6057HMs1F Community: http://spr.ly/6058HMs12 Facebook: http://spr.ly/6059HMs1N Twitter: http://spr.ly/6050HMs14 Instagram: http://spr.ly/6051HMs1f To enroll under: Samsung Student program, click",https://archive.org/details/youtube-DZTBhyYuNzQ,,DZTBhyYuNzQ.mp4,MPEG4,11860628,82.9,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-FK1eCffYnO0,LG Washer : How to Clean After Every Wash | LG,LG Global,Watch to LG's step-by-step guide on cleaning after doing the laundry. 1) Interior 2) Exterior & Door For more information visit▶ Brand Site: https://www.lg.com/common/index Source: https://www.youtube.com/watch?v=FK1eCffYnO0 Uploader: LG Global,https://archive.org/details/youtube-FK1eCffYnO0,,FK1eCffYnO0.mp4,MPEG4,8320220,118.84,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-H5BGuaMppew,How to install your Samsung Top Load Washing Machine,Samsung India,"The first step to enjoy your new washing machine is to install it correctly. Watch this video for a step-by-step guide to help you install your Samsung Top Load Washing Machine quickly and easily. If you need any help, you contact us on 1800 5 SAMSUNG (7267864) and our executives will be happy to help you. #Samsung Know more: http://spr.ly/6050ye65p Connect with us: Support: http://spr.ly/6050yjBFy Community: http://spr.ly/6051yjBFJ Facebook: http://spr.ly/6052yjBFK Twitter: http://spr.ly/6053yj",https://archive.org/details/youtube-H5BGuaMppew,,H5BGuaMppew.mp4,MPEG4,5382922,108.81,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-I7dwREo7Ck8,How to resolve the ‘no spin’ issue of your Samsung Semi Automatic washing machine,Samsung India,"Is your Semi Automatic washing machine not spinning properly? This could be for a number of reasons. No need to worry! Follow the simple troubleshooting tips shown in this video and the issue should be resolved in no time. If you require further assistance, or you have any other queries, do contact our team of executives at 1800 5 SAMSUNG (7267864). We are here to help! Know more: http://spr.ly/6055JN8Ab. #Samsung Connect with us: Support: http://spr.ly/6056JN8Aj Community: http://spr.ly/6057JN8",https://archive.org/details/youtube-I7dwREo7Ck8,,I7dwREo7Ck8.mp4,MPEG4,3672267,89.49,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-LA6dPVAEbfE,LG Washer : How to Clean the Tub | LG,LG Global,Hello and welcome to LG's step-by-step guide on how to clean the tub of your LG washing machine. 1) Preparing the Washing Machine 2) Cleaning Function 3) Finish Up For more information visit▶ Brand Site: https://www.lg.com/common/index Source: https://www.youtube.com/watch?v=LA6dPVAEbfE Uploader: LG Global,https://archive.org/details/youtube-LA6dPVAEbfE,,LA6dPVAEbfE.mp4,MPEG4,8149535,123.0,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-M5FyyvbqTZI,How to set up your Samsung AI Ecobubble™ washing machine.,Samsung India,"When you bring home your brand-new AI Ecobubble™ washing machine, it’s important to carry out the initial set up carefully. That’s why, in this video, we have shown the installation steps in a simple and easy manner. Just follow these steps and you’ll be able to set up your washing machine quickly. If you have any queries about this video or want any further information, reach out to our executives at 1800 5 SAMSUNG (7267864). We are always happy to help. http://spr.ly/6052KQQXk #Samsung Connect",https://archive.org/details/youtube-M5FyyvbqTZI,,M5FyyvbqTZI.mp4,MPEG4,2778623,79.37,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-NELZ-ZYEHes,[LG Washing Machine] - How to stablize your dryer,LG customer support Europe_official,"A short demonstration on how to stabilize your dryer, from front to back and from side to side. Execution: John Niezen Product Group: Home Appliance Source: https://www.youtube.com/watch?v=NELZ-ZYEHes Uploader: LG customer support Europe_official",https://archive.org/details/youtube-NELZ-ZYEHes,,NELZ-ZYEHes.mp4,MPEG4,4553375,40.98,1280,720,"title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-NnGhM71Ijuw,Samsung Front Load Washing Machine: How to Prevent Water Leakage,Samsung India,Keep your Samsung Front Load Washing Machine running smoothly with simple troubleshooting steps for water leakage issues. Follow the video for effortless solutions. Connect with us: Support: https://www.samsung.com/in/support/ Community: https://r2.community.samsung.com/t5/India/ct-p/in Facebook: https://www.facebook.com/SamsungIndia/ Twitter: https://twitter.com/samsungindia Instagram: https://www.instagram.com/samsungindia/ Source: https://www.youtube.com/watch?v=NnGhM71Ijuw Uploader: Samsung ,https://archive.org/details/youtube-NnGhM71Ijuw,,NnGhM71Ijuw.mp4,MPEG4,8827267,107.42,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-OVcwxw8Q5y8,[LG Washing Machine] - How to stabilize your washing machine,LG customer support Europe_official,A short demonstration on how to stablize your washing machine. Execution: John Niezen Product Group: Home Appliance Source: https://www.youtube.com/watch?v=OVcwxw8Q5y8 Uploader: LG customer support Europe_official,https://archive.org/details/youtube-OVcwxw8Q5y8,,OVcwxw8Q5y8.mp4,MPEG4,10151971,69.85,1280,720,"title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-OctJ6Zs2X2s,How to install an LG front load washing machine,LG DIY Service,"how to install LG washing machine, how to install LG washing machine front load, LG washing machine installation guide, LG front load washing machine installation, LG washing machine installation, how to install LG front loading washing machine, installation of LG front load washing machine, LG new washing machine installation, LG front load washing machine installation, location, water supply & electrical connection Source: https://www.youtube.com/watch?v=OctJ6Zs2X2s Uploader: LG DIY Service",https://archive.org/details/youtube-OctJ6Zs2X2s,,OctJ6Zs2X2s.mp4,MPEG4,11325549,244.85,1280,720,"title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-PzKyFyBlvr0,Samsung Front Load Washing Machine: How to Resolve Noise Issue,Samsung India,"Samsung’s Front Loading Washing Machines are renowned for their noise-free and efficient washing. But, in case you are facing issue of excessive noise during spin cycle, watch this video and follow a few easy steps to resolve it. If the issue still persists, please feel free to contact our service helpline on 1800 5 SAMSUNG (7267864). Connect with us: Support: https://www.samsung.com/in/support/ Community: https://r2.community.samsung.com/t5/India/ct-p/in Facebook: https://www.facebook.com/Samsu",https://archive.org/details/youtube-PzKyFyBlvr0,,PzKyFyBlvr0.mp4,MPEG4,11677689,114.1,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-RX1ZEjR7f6w,LG Washer : How to Install the Drain Hose | LG,LG Global,Hello and welcome to LG's step-by-step guide on how to install the drain hose. 1) Check 2) Sink Drain 3) Drainpipe For more information visit▶ Brand Site: https://www.lg.com/common/index Source: https://www.youtube.com/watch?v=RX1ZEjR7f6w Uploader: LG Global,https://archive.org/details/youtube-RX1ZEjR7f6w,,RX1ZEjR7f6w.mp4,MPEG4,8240808,170.85,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-T1l8NYAf7Vk,[LG Washing machine] - How to run a Tub Clean program,LG customer support Europe_official,"This video shows how to run a Tub Clean program, a program that LG recommends you to run periodically. Make sure to run this program without any laundry in the drum. Source: https://www.youtube.com/watch?v=T1l8NYAf7Vk Uploader: LG customer support Europe_official",https://archive.org/details/youtube-T1l8NYAf7Vk,,T1l8NYAf7Vk.mp4,MPEG4,14057467,68.99,1280,720,"title:(""washing machine"" ""how to"")",6,eligible,
