query_id,query_text,language,product_class,query_type,split,candidate_scene_id,record_id,scene_product_class,start_seconds,end_seconds,clip_path,thumbnail_path,scene_text,source_methods,method_ranks_json,method_scores_json,blind_order
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-029-scene-0083,airfryer-029,Air Fryer,520.88,524.24,data_video/processed/airfryer-029/clips/airfryer-029-scene-0083.mp4,data_video/keyframes/airfryer-029/frame_000104.jpg,"ASR: product you know once you time it correctly you will always have perfect now look at this you know the chicken itself will have some kind of fat in it
VLM: Visual summary: A chef in a red uniform stands in a kitchen set, presenting a black air fryer on a counter with a cooked dish on a plate beside it. The background features a yellow wall with a 'Philips Super Chef' logo and various kitchen appliances.
视觉摘要: 一位身穿红色制服的厨师站在厨房布景中，展示着台面上的一台黑色空气炸锅，旁边放着一盘做好的菜。背景是带有“飞利浦超级主厨”标志的黄色墙壁和各种厨房电器。
Visible product: Air Fryer
Visible components: black air fryer; white plate; green plates; tongs; small bowl; Philips Super Chef logo; refrigerator; rice cooker; blender; food processor; vase with flowers
Visible actions: chef gesturing with hand; chef touching the air fryer; chef pointing at the cooked dish
Visible states: air fryer is stationary; cooked dish is on a plate; chef is speaking",dense,"{""dense"": 5}","{""dense"": {""bm25_score"": 3.429686, ""dense_score"": 0.69556, ""effective_mode"": ""dense"", ""score"": 0.69556, ""visual_score"": null}}",14
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-002-scene-0013,airfryer-002,Air Fryer,337.137,345.145,data_video/processed/airfryer-002/clips/airfryer-002-scene-0013.mp4,data_video/keyframes/airfryer-002/frame_000067.jpg,"ASR: and see how it looks. Ooey gooey deliciousness. Please remember to like and subscribe to the
OCR: Chef Library Kitchen Puff Pastry SHEETS OREO
VLM: Visual summary: A person is cutting into and holding up a small, powdered pastry on a plate, revealing a dark filling inside.
视觉摘要: 一个人正在切开并拿着一个撒有糖粉的小点心，露出里面的深色馅料。
Visible product: unknown
Visible components: plate; pastry; fork; hand; red placemat; wooden surface
Visible actions: cutting pastry; holding pastry; lifting pastry
Visible states: pastry dusted with powdered sugar; pastry cut open; filling visible inside pastry
Visual uncertainty: The specific product being demonstrated is not identifiable as an air fryer or any other device. The context does not show an air fryer or its use.",bm25,"{""bm25"": 19}","{""bm25"": {""bm25_score"": 4.32499, ""dense_score"": null, ""effective_mode"": ""bm25"", ""score"": 4.32499, ""visual_score"": null}}",15
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-027-scene-0002,airfryer-027,Air Fryer,7.508,283.4,data_video/processed/airfryer-027/clips/airfryer-027-scene-0002.mp4,data_video/keyframes/airfryer-027/frame_000001.jpg,"ASR: Okay, so first we coat the wings with baking powder, some kosher salt, and a little bit of garlic powder. And we're going to preheat the oven to 450 degrees. So after 25 minutes, we're going to take these, flip them over. And of course, with the traditional version of the oven, we're going to provide some Frank's Red Hot Sauce. real deal butter and a touch of brown sugar and that's what we're gonna of course toss our wings into and for the other wings we're going to use McCormick's air fryer buffalo wings and it supposedly has some kind of authentic Frank's red hot sauce obviously dehydrated powder and we're going to cover these and of course this takes about half the time of the oven-cooked ones and we got our air-fried version here toss with oil and the seasoning the cormac seasoning we're going to throw these babies in here doesn't seem to really cope very well honestly but turn a reminder whoops 20 20 minutes, see what happens. Okay, so here we are. There are two different versions of so-called buffalo wings. On the top we have the oven-baked version, the real Frank's hot sauce, and on the bottom we have the McCormick air fryer version. See, they look completely different. So let's try the oven-baked version first. Nothing like that real French hot sauce with butter or brown sugar. Mmm, very good. A little bit dry, but that's because these are small wings. I would have cooked them a little bit less than 50 minutes, maybe 40 minutes. Not bad. Okay, let's try the air fryer wings. Here we go. Now, in this case, I'm definitely going to dip these in a little bit of ranch dressing here. Let's check it out. Whoops. It's actually not bad. Very tasty. And since it's air fried, it's more, it seems to be evenly cooked. So for all you Buffalo Wing fans out there, the reality is the best Buffalo Wings are deep fried in a deep fryer just like they were when I grew up in Buffalo in the 1970s and tossed in Frank's hot sauce with a bit of butter and as much sugar as you want so sorry health food fans but honestly the air fryer and baked versions they're okay it tastes good but it's not like the original.
OCR: WRONRSSH and bake for another 20 minutes OVEN READY McCormick AIR FRYER Buffalo RedHot m AIR FRYER FRANK: NO ARTIFICIAL FLAYORS Esenti MCCORNICE SPICES NO ARTIRICIAL FLAPORS VEN EADY ER Talo table Oil TART courmia Gourmia 3808 * courmia. GOr START 89:39
VLM: Visual summary: Chicken wings are shown cooking on a wire rack over aluminum foil on a stovetop, then plated with a dipping sauce.
视觉摘要: 鸡翅在炉灶上的烤架上烹饪，然后盛放在盘子中，配有一份蘸酱。
Visible product: Air Fryer
Visible components: stovetop; gas burner grates; wire rack; aluminum foil; plate; glass cup; black and white checkered tablecloth
Visible actions: chicken wings are cooking; a man is speaking to the camera
Visible states: chicken wings are cooked and golden brown; dipping sauce is on the plate
Visual uncertainty: The specific product being referred to as 'Air Fryer' is not visible in the frames.",bm25|hybrid|tri_hybrid|visual,"{""bm25"": 20, ""hybrid"": 20, ""tri_hybrid"": 20, ""visual"": 19}","{""bm25"": {""bm25_score"": 3.744366, ""dense_score"": null, ""effective_mode"": ""bm25"", ""score"": 3.744366, ""visual_score"": null}, ""hybrid"": {""bm25_score"": 3.744366, ""dense_score"": 0.509344, ""effective_mode"": ""hybrid"", ""score"": 0.002612, ""visual_score"": null}, ""tri_hybrid"": {""bm25_score"": 3.744366, ""dense_score"": 0.509344, ""effective_mode"": ""tri_hybrid"", ""score"": 0.003407, ""visual_score"": 0.524876}, ""visual"": {""bm25_score"": 3.744366, ""dense_score"": null, ""effective_mode"": ""visual"", ""score"": 0.524876, ""visual_score"": 0.524876}}",16
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-017-scene-0020,airfryer-017,Air Fryer,156.757,159.259,data_video/processed/airfryer-017/clips/airfryer-017-scene-0020.mp4,data_video/keyframes/airfryer-017/frame_000031.jpg,"ASR: But as I found out later, the metal bumps on top of the fryer door are just attached
VLM: Visual summary: A hand is interacting with an open air fryer placed on a wooden table, revealing its internal heating element.
视觉摘要: 一只手正在与放在木桌上的打开的空气炸锅互动，露出其内部加热元件。
Visible product: Air Fryer
Visible components: air fryer; heating element; wooden table; chair; carpet; hand
Visible actions: hand touching the air fryer
Visible states: air fryer is open; air fryer is disassembled",dense|hybrid|tri_hybrid,"{""dense"": 11, ""hybrid"": 6, ""tri_hybrid"": 9}","{""dense"": {""bm25_score"": 4.546719, ""dense_score"": 0.671545, ""effective_mode"": ""dense"", ""score"": 0.671545, ""visual_score"": null}, ""hybrid"": {""bm25_score"": 4.546719, ""dense_score"": 0.671545, ""effective_mode"": ""hybrid"", ""score"": 0.0114, ""visual_score"": null}, ""tri_hybrid"": {""bm25_score"": 4.546719, ""dense_score"": 0.671545, ""effective_mode"": ""tri_hybrid"", ""score"": 0.010111, ""visual_score"": 0.577221}}",17
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-002-scene-0012,airfryer-002,Air Fryer,328.095,337.137,data_video/processed/airfryer-002/clips/airfryer-002-scene-0012.mp4,data_video/keyframes/airfryer-002/frame_000065.jpg,"ASR: these. Just a little bit of added fanciness to a puff pastry air fried oreo. So let's cut into one and see how it looks. Ooey gooey deliciousness. Please remember to like and subscribe to the
OCR: Puff Pastry Lirary Kidhen SHEETS OREO
VLM: Visual summary: A man in a blue apron is dusting pastries with powdered sugar in a kitchen, with an air fryer and packaged ingredients on the counter.
视觉摘要: 一名穿着蓝色围裙的男子正在厨房里往糕点上撒糖粉，旁边放着空气炸锅和包装好的食材。
Visible product: Air Fryer
Visible components: air fryer; powdered sugar container; puff pastry sheets box; OREO cookies package; red cutting board; pastry; chef's apron; glasses; watch
Visible actions: sprinkling powdered sugar; pointing with hand; cutting pastry with knife
Visible states: pastry covered in powdered sugar; pastry being cut",bm25,"{""bm25"": 18}","{""bm25"": {""bm25_score"": 4.352575, ""dense_score"": null, ""effective_mode"": ""bm25"", ""score"": 4.352575, ""visual_score"": null}}",18
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-005-scene-0023,airfryer-005,Air Fryer,227.314,232.694,data_video/processed/airfryer-005/clips/airfryer-005-scene-0023.mp4,data_video/keyframes/airfryer-005/frame_000045.jpg,"ASR: And when the timer goes off, you can take it out and look at that nice golden brown toast with a basket of bacon and egg
VLM: Visual summary: A person opens an air fryer and reveals two cooked food items inside.
视觉摘要: 一个人打开空气炸锅，露出里面的两个熟食。
Visible product: Air Fryer
Visible components: air fryer; air fryer basket; white plate; person's hand; person's sleeve
Visible actions: opening the air fryer; holding the air fryer handle
Visible states: air fryer open; food cooked inside air fryer
Visual uncertainty: The exact type of food is not clearly identifiable, and the person's face and full body are not visible.",dense|hybrid|tri_hybrid,"{""dense"": 2, ""hybrid"": 8, ""tri_hybrid"": 5}","{""dense"": {""bm25_score"": 3.488653, ""dense_score"": 0.710271, ""effective_mode"": ""dense"", ""score"": 0.710271, ""visual_score"": null}, ""hybrid"": {""bm25_score"": 3.488653, ""dense_score"": 0.710271, ""effective_mode"": ""hybrid"", ""score"": 0.010164, ""visual_score"": null}, ""tri_hybrid"": {""bm25_score"": 3.488653, ""dense_score"": 0.710271, ""effective_mode"": ""tri_hybrid"", ""score"": 0.01053, ""visual_score"": 0.614614}}",19
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-033-scene-0157,airfryer-033,Air Fryer,1391.658,1408.108,data_video/processed/airfryer-033/clips/airfryer-033-scene-0157.mp4,data_video/keyframes/airfryer-033/frame_000278.jpg,"ASR: Cheguei, de banhozinho tomado
OCR: PHILIPS WALITA D K
VLM: Visual summary: A black air fryer with a digital display is shown, with the temperature and timer settings changing on the screen.
视觉摘要: 一台黑色空气炸锅，其数字显示屏上的温度和计时器设置正在变化。
Visible product: Air Fryer
Visible components: digital display; temperature control buttons; timer control buttons; power button; brand name 'PHILIPS WALITA'; air fryer basket; control panel; power cord
Visible actions: temperature setting changing; timer setting changing
Visible states: display showing '200°'; display showing '5'; display showing '0'",tri_hybrid,"{""tri_hybrid"": 6}","{""tri_hybrid"": {""bm25_score"": 4.531186, ""dense_score"": 0.649382, ""effective_mode"": ""tri_hybrid"", ""score"": 0.010417, ""visual_score"": 0.645031}}",20
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-029-scene-0045,airfryer-029,Air Fryer,272.4,276.6,data_video/processed/airfryer-029/clips/airfryer-029-scene-0045.mp4,data_video/keyframes/airfryer-029/frame_000054.jpg,"ASR: temperature whereas meats usually I prefer to cook at high temperature so I'm going to preheat at 200 degree centigrade for around 5 minutes. The built in timer of the
OCR: Philips SUPER CHEF
VLM: Visual summary: A person is operating a black Philips air fryer, adjusting its control dial.
视觉摘要: 一个人正在操作一台黑色的飞利浦空气炸锅，调整其控制旋钮。
Visible product: Philips
Visible components: air fryer; control dial; temperature indicator; recipe guide label; brand logo
Visible actions: hand adjusting control dial; hand on top lid
Visible states: air fryer in use; control dial set to a specific setting
Visual uncertainty: The exact setting on the control dial is not clearly readable, and the specific food being cooked is not visible.",tri_hybrid,"{""tri_hybrid"": 7}","{""tri_hybrid"": {""bm25_score"": 4.417846, ""dense_score"": 0.685872, ""effective_mode"": ""tri_hybrid"", ""score"": 0.010378, ""visual_score"": 0.590682}}",21
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-002-scene-0010,airfryer-002,Air Fryer,257.424,283.851,data_video/processed/airfryer-002/clips/airfryer-002-scene-0010.mp4,data_video/keyframes/airfryer-002/frame_000051.jpg,"ASR: spray we're now going to place our cookies in the basket seam side down we're going to cook for seven minutes so it's been about seven minutes and i believe our cookies are about done So as you can see, the puff pastry is golden brown with a cookie in the middle.
OCR: Lirary Riden Puff Pastry SHEETS OREO Chef Library Kitchen wnen
VLM: Visual summary: A man in a blue apron stands behind a kitchen counter with an air fryer, ingredients, and kitchen tools. He gestures and interacts with the air fryer basket.
视觉摘要: 一名穿着蓝色围裙的男子站在厨房操作台前，台面上有空气炸锅、食材和厨具。他做出手势并与空气炸锅的篮子互动。
Visible product: Air Fryer
Visible components: air fryer; air fryer basket; puff pastry sheets; OREO cookies; powdered sugar container; spray bottle; silicone mat; white plate; red placemat; chef apron; glasses; watch
Visible actions: gesturing with hand; holding air fryer basket; pointing at air fryer basket; placing hand on counter
Visible states: man smiling; air fryer basket being held; ingredients arranged on counter",dense|hybrid|tri_hybrid,"{""dense"": 9, ""hybrid"": 16, ""tri_hybrid"": 17}","{""dense"": {""bm25_score"": 3.484686, ""dense_score"": 0.674882, ""effective_mode"": ""dense"", ""score"": 0.674882, ""visual_score"": null}, ""hybrid"": {""bm25_score"": 3.484686, ""dense_score"": 0.674882, ""effective_mode"": ""hybrid"", ""score"": 0.007866, ""visual_score"": null}, ""tri_hybrid"": {""bm25_score"": 3.484686, ""dense_score"": 0.674882, ""effective_mode"": ""tri_hybrid"", ""score"": 0.006592, ""visual_score"": 0.518114}}",22
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-029-scene-0009,airfryer-029,Air Fryer,43.92,47.24,data_video/processed/airfryer-029/clips/airfryer-029-scene-0009.mp4,data_video/keyframes/airfryer-029/frame_000008.jpg,"ASR: air fryer also. With Philips air fryer unique rapid air technology you can fry
OCR: PHILIPS
VLM: Visual summary: A black Philips air fryer with its basket open, showing the interior basket and a red latch mechanism.
视觉摘要: 一台黑色的飞利浦空气炸锅，其炸篮打开，显示内部炸篮和红色锁扣机构。
Visible product: Air Fryer
Visible components: Philips brand logo; control dial; air fryer basket; red latch; black plastic housing
Visible states: air fryer basket open; latch engaged",visual,"{""visual"": 7}","{""visual"": {""bm25_score"": 3.511857, ""dense_score"": null, ""effective_mode"": ""visual"", ""score"": 0.637948, ""visual_score"": 0.637948}}",23
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-032-scene-0094,airfryer-032,Air Fryer,449.5,452.5,data_video/processed/airfryer-032/clips/airfryer-032-scene-0094.mp4,data_video/keyframes/airfryer-032/frame_000089.jpg,"ASR: my air fryer needed. And check out my nasty Phillips air fryer. This was about 10 times
OCR: 2
VLM: Visual summary: A close-up view of the interior of an air fryer with a spiral heating element and a dirty base, shown with the door open on a countertop.
视觉摘要: 一台空气炸锅的内部特写，带有螺旋加热元件和脏污的底部，门打开着，放在台面上。
Visible product: Air Fryer
Visible components: spiral heating element; air fryer interior; air fryer door; countertop; floor tiles
Visible states: air fryer door open; heating element visible; base of air fryer dirty
Visual uncertainty: No human or machine action is visible. The exact model or brand of the air fryer is not visible. The context of why the air fryer is open or being shown is not visible.",dense|tri_hybrid|visual,"{""dense"": 10, ""tri_hybrid"": 13, ""visual"": 11}","{""dense"": {""bm25_score"": 3.466771, ""dense_score"": 0.673586, ""effective_mode"": ""dense"", ""score"": 0.673586, ""visual_score"": null}, ""tri_hybrid"": {""bm25_score"": 3.466771, ""dense_score"": 0.673586, ""effective_mode"": ""tri_hybrid"", ""score"": 0.009128, ""visual_score"": 0.623379}, ""visual"": {""bm25_score"": 3.466771, ""dense_score"": null, ""effective_mode"": ""visual"", ""score"": 0.623379, ""visual_score"": 0.623379}}",24
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-032-scene-0006,airfryer-032,Air Fryer,14.767,16.767,data_video/processed/airfryer-032/clips/airfryer-032-scene-0006.mp4,data_video/keyframes/airfryer-032/frame_000002.jpg,"ASR: this. Hey there my name is Kathy from fabulouslyfrugal.com and every Sunday morning I'm sharing
VLM: Visual summary: A close-up view of the interior of an appliance showing a spiral heating element on a metal cooking surface.
视觉摘要: 一个电器内部的特写，显示一个螺旋形加热元件位于金属烹饪表面上。
Visible product: Air Fryer
Visible components: spiral heating element; metal cooking surface; metal interior walls; ventilation slots; screws
Visual uncertainty: The product is labeled as an air fryer, but the visible components do not clearly indicate air frying functionality such as a fan or basket.",bm25|hybrid,"{""bm25"": 9, ""hybrid"": 11}","{""bm25"": {""bm25_score"": 4.676413, ""dense_score"": null, ""effective_mode"": ""bm25"", ""score"": 4.676413, ""visual_score"": null}, ""hybrid"": {""bm25_score"": 4.676413, ""dense_score"": 0.644309, ""effective_mode"": ""hybrid"", ""score"": 0.00913, ""visual_score"": null}}",25
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-024-scene-0025,airfryer-024,Air Fryer,109.109,112.846,data_video/processed/airfryer-024/clips/airfryer-024-scene-0025.mp4,data_video/keyframes/airfryer-024/frame_000021.jpg,"ASR: the New Wave Brio Digital Air Fryer is the undisputed leader. With features, technology, and value, no other air fryer comes close.
OCR: Brio Time Lapse Roasted Vegetables 20 minutes
VLM: Visual summary: A hand holds the basket of an air fryer containing roasted vegetables, with a time-lapse overlay indicating the cooking process is complete.
视觉摘要: 一只手拿着空气炸锅的篮子，里面装着烤蔬菜，叠加的时间快照显示烹饪过程已完成。
Visible product: Air Fryer
Visible components: air fryer basket; roasted vegetables; hand; text overlay
Visible actions: holding the air fryer basket
Visible states: cooking complete (indicated by text overlay)",bm25|hybrid|tri_hybrid,"{""bm25"": 8, ""hybrid"": 12, ""tri_hybrid"": 11}","{""bm25"": {""bm25_score"": 4.730049, ""dense_score"": null, ""effective_mode"": ""bm25"", ""score"": 4.730049, ""visual_score"": null}, ""hybrid"": {""bm25_score"": 4.730049, ""dense_score"": 0.639884, ""effective_mode"": ""hybrid"", ""score"": 0.009035, ""visual_score"": null}, ""tri_hybrid"": {""bm25_score"": 4.730049, ""dense_score"": 0.639884, ""effective_mode"": ""tri_hybrid"", ""score"": 0.009922, ""visual_score"": 0.612558}}",26
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,pressure-006-scene-0005,pressure-006,Air Fryer,15.083,17.625,data_video/processed/pressure-006/clips/pressure-006-scene-0005.mp4,data_video/keyframes/pressure-006/frame_000003.jpg,"ASR: • Touch screen control, LCD display, visual window, cooking process at a glance
VLM: Visual summary: A close-up of a yellow and black air fryer with a digital display and touch controls, showing food inside the basket.
视觉摘要: 一台黄黑相间的空气炸锅特写，配有数字显示屏和触控按钮，锅内可见食物。
Visible product: Air Fryer
Visible components: digital display; touch controls; food inside basket; yellow and black casing",visual,"{""visual"": 1}","{""visual"": {""bm25_score"": 3.520697, ""dense_score"": null, ""effective_mode"": ""visual"", ""score"": 0.685042, ""visual_score"": 0.685042}}",27
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-024-scene-0024,airfryer-024,Air Fryer,106.773,109.109,data_video/processed/airfryer-024/clips/airfryer-024-scene-0024.mp4,data_video/keyframes/airfryer-024/frame_000021.jpg,"ASR: Don't be fooled by imitators. the New Wave Brio Digital Air Fryer is the undisputed leader.
VLM: Visual summary: A hand is holding the handle of an open air fryer containing cooked golden-brown food items.
视觉摘要: 一只手正拿着打开的空气炸锅的把手，锅内装有金黄色的熟食。
Visible product: Air Fryer
Visible components: air fryer; handle; food items; digital display; control buttons
Visible actions: holding the handle
Visible states: air fryer open; food cooked",visual,"{""visual"": 6}","{""visual"": {""bm25_score"": 3.516238, ""dense_score"": null, ""effective_mode"": ""visual"", ""score"": 0.641309, ""visual_score"": 0.641309}}",28
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-024-scene-0012,airfryer-024,Air Fryer,56.69,63.73,data_video/processed/airfryer-024/clips/airfryer-024-scene-0012.mp4,data_video/keyframes/airfryer-024/frame_000011.jpg,"ASR: The New Wave Brio cooks up to 50% faster while cutting unwanted fat and calories by up to 70%. So you can make virtually anything in one easy-to-use appliance right on your countertop.
OCR: Cuts Brio Time Lapse Calories By FROZEN Up To Chicken Breasts 15 minutes 70%
VLM: Visual summary: A person is shown interacting with a black air fryer, pulling out the basket containing food. Text overlays highlight cooking speed and calorie reduction claims.
视觉摘要: 一个人正在操作一台黑色空气炸锅，拉出装有食物的篮子。屏幕上的文字叠加显示了烹饪速度和减脂的宣传语。
Visible product: Air Fryer
Visible components: black air fryer; removable basket; handle; text overlay
Visible actions: person pulling out the basket
Visible states: food inside the basket; text overlay displayed
Visual uncertainty: The specific brand or model of the air fryer is not visible. The exact type of food is not clearly identifiable beyond being cooked meat.",bm25,"{""bm25"": 4}","{""bm25"": {""bm25_score"": 5.356004, ""dense_score"": null, ""effective_mode"": ""bm25"", ""score"": 5.356004, ""visual_score"": null}}",29
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-027-scene-0001,airfryer-027,Air Fryer,0.0,7.508,data_video/processed/airfryer-027/clips/airfryer-027-scene-0001.mp4,data_video/keyframes/airfryer-027/frame_000000.jpg,"OCR: Air Fryer vs. Baked Buffalo Wings? First, oven cooked wings
VLM: Visual summary: A video title card introduces a comparison between air fryer and baked buffalo wings, followed by a slide indicating the first method is oven cooking.
视觉摘要: 视频标题卡介绍了空气炸锅与烤制的布法罗鸡翅的对比，随后显示第一种方法是烤箱烹饪。
Visible product: Air Fryer",bm25|dense|hybrid|tri_hybrid|visual,"{""bm25"": 7, ""dense"": 19, ""hybrid"": 14, ""tri_hybrid"": 16, ""visual"": 20}","{""bm25"": {""bm25_score"": 4.916121, ""dense_score"": null, ""effective_mode"": ""bm25"", ""score"": 4.916121, ""visual_score"": null}, ""dense"": {""bm25_score"": 4.916121, ""dense_score"": 0.61642, ""effective_mode"": ""dense"", ""score"": 0.61642, ""visual_score"": null}, ""hybrid"": {""bm25_score"": 4.916121, ""dense_score"": 0.61642, ""effective_mode"": ""hybrid"", ""score"": 0.00824, ""visual_score"": null}, ""tri_hybrid"": {""bm25_score"": 4.916121, ""dense_score"": 0.61642, ""effective_mode"": ""tri_hybrid"", ""score"": 0.006989, ""visual_score"": 0.517498}, ""visual"": {""bm25_score"": 4.916121, ""dense_score"": null, ""effective_mode"": ""visual"", ""score"": 0.517498, ""visual_score"": 0.517498}}",30
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-017-scene-0019,airfryer-017,Air Fryer,149.049,156.757,data_video/processed/airfryer-017/clips/airfryer-017-scene-0019.mp4,data_video/keyframes/airfryer-017/frame_000029.jpg,"ASR: The fix it video I watched previously said to check the door of the air fryer to make sure it wasn't loose and preventing the air fryer from working. But as I found out later, the metal bumps on top of the fryer door are just attached
OCR: 2 S
VLM: Visual summary: A person is interacting with a stainless steel air fryer on a dark wooden table in a room with furniture and decorations in the background.
视觉摘要: 一个人正在与放在深色木桌上的不锈钢空气炸锅互动，背景是家具和装饰品。
Visible product: Air Fryer
Visible components: stainless steel appliance; black front panel; handle; dark wooden table; window with blinds; chairs; stuffed animals; decorative wall pieces; toy house
Visible actions: hand holding the handle; hand pressing or pulling the handle
Visible states: appliance on table; appliance in use or being operated
Visual uncertainty: The exact function of the action being performed is not visible.",visual,"{""visual"": 15}","{""visual"": {""bm25_score"": 4.309682, ""dense_score"": null, ""effective_mode"": ""visual"", ""score"": 0.588575, ""visual_score"": 0.588575}}",31
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-011-scene-0001,airfryer-011,Air Fryer,0.0,107.95,data_video/processed/airfryer-011/clips/airfryer-011-scene-0001.mp4,data_video/keyframes/airfryer-011/frame_000000.jpg,"ASR: Hi, welcome back to Montana, and today we're going to be making another one of my favorite air fryer recipes, grilled cheese. The ingredients are white bread, salted butter, sharp cheddar cheese, and Italian blend cheese. Your first step is to add some of your cheddar into the middle of your bread, and then sprinkle some Italian blend on top. Then butter the exterior of your bread. Put your grilled cheese inside of your air fryer, and then cook for four minutes. Now flip it over and then cook for another three minutes. Now that the three minutes is up, take it out of the air fryer, cut it, and give it a try.
OCR: That's Good! WITH MONTANA MONTEREY play! RECREATION NG 5<S HONTEREY BINGA ISUR VF 2000 CA QUAS IONTEREY DECREATION BINCNAE 1SUS VIV ). 2021 ONTREY DECRATION DA REC ONTEREY ECREATION /V 20MON REC MONNEY A RECR TION 202 252 MO DA RE 1S8V 2120 BREC 2n2 MON MONTREYY DA Air Fryer Grilled Cheese 2 slices white bread Sharp Cheddar & Italian Blend Cheeses Salted butter X #showushowyouplayMonterey
VLM: Visual summary: A young man in a kitchen prepares to make a grilled cheese sandwich using an air fryer.
视觉摘要: 一名年轻男子在厨房里准备使用空气炸锅制作烤奶酪三明治。
Visible product: Air Fryer
Visible components: air fryer; refrigerator; wooden cabinets; countertop; knife block; coffee maker; glass jars; mug; red cutting board; bread; apron
Visible actions: man standing; man handling bread",dense,"{""dense"": 20}","{""dense"": {""bm25_score"": 3.400216, ""dense_score"": 0.525879, ""effective_mode"": ""dense"", ""score"": 0.525879, ""visual_score"": null}}",32
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-005-scene-0019,airfryer-005,Air Fryer,192.535,199.291,data_video/processed/airfryer-005/clips/airfryer-005-scene-0019.mp4,data_video/keyframes/airfryer-005/frame_000038.jpg,"ASR: But I'll do a little bit of pepper and then into the air
VLM: Visual summary: A person seasons two eggs placed on ham and toast inside an air fryer basket.
视觉摘要: 一个人正在向空气炸锅篮子里的两片夹有火腿和吐司的鸡蛋上撒调料。
Visible product: Air Fryer
Visible components: air fryer basket; toast; ham; egg; seasoning shaker; person's hand; person's sleeve
Visible actions: seasoning the eggs; holding the seasoning shaker
Visible states: eggs are raw; seasoning is being applied",bm25|hybrid|tri_hybrid,"{""bm25"": 14, ""hybrid"": 17, ""tri_hybrid"": 14}","{""bm25"": {""bm25_score"": 4.554611, ""dense_score"": null, ""effective_mode"": ""bm25"", ""score"": 4.554611, ""visual_score"": null}, ""hybrid"": {""bm25_score"": 4.554611, ""dense_score"": 0.625417, ""effective_mode"": ""hybrid"", ""score"": 0.007593, ""visual_score"": null}, ""tri_hybrid"": {""bm25_score"": 4.554611, ""dense_score"": 0.625417, ""effective_mode"": ""tri_hybrid"", ""score"": 0.007338, ""visual_score"": 0.557348}}",33
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-006-scene-0005,airfryer-006,Air Fryer,16.817,19.92,data_video/processed/airfryer-006/clips/airfryer-006-scene-0005.mp4,data_video/keyframes/airfryer-006/frame_000003.jpg,"ASR: Your air fryer, 350, four minutes for the first side. Here it goes.
VLM: Visual summary: A woman in a pink shirt is standing in a kitchen next to a white air fryer, gesturing with her hand while speaking.
视觉摘要: 一位穿着粉色衬衫的女士站在厨房里，旁边是一台白色空气炸锅，她正用手势配合说话。
Visible product: Air Fryer
Visible components: white air fryer; digital display; control buttons; brand name 'COSORI'; temperature setting '350°'; shelf with plates; plant
Visible actions: woman gesturing with her right hand; woman speaking",dense|tri_hybrid|visual,"{""dense"": 18, ""tri_hybrid"": 18, ""visual"": 14}","{""dense"": {""bm25_score"": 3.499981, ""dense_score"": 0.625039, ""effective_mode"": ""dense"", ""score"": 0.625039, ""visual_score"": null}, ""tri_hybrid"": {""bm25_score"": 3.499981, ""dense_score"": 0.625039, ""effective_mode"": ""tri_hybrid"", ""score"": 0.005866, ""visual_score"": 0.605411}, ""visual"": {""bm25_score"": 3.499981, ""dense_score"": null, ""effective_mode"": ""visual"", ""score"": 0.605411, ""visual_score"": 0.605411}}",34
