query_id,query_text,language,product_class,query_type,split,candidate_scene_id,record_id,scene_start_time,scene_end_time,relevance_grade,relevant_start_time,relevant_end_time,source_leakage,evidence_notes,correction_reason,reviewer_id,review_status,reviewed_at
VQ-004,What visible state shows that an air fryer is preheating?,en,Air Fryer,state,development,airfryer-033-scene-0079,airfryer-033,570.971,575.809,0,,,no,"The frames show disassembled metal appliance parts and a hand holding a pot or pan, with no preheating indicator or even a recognizable intact air fryer.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-004,What visible state shows that an air fryer is preheating?,en,Air Fryer,state,development,airfryer-033-scene-0117,airfryer-033,910.077,914.781,0,,,no,"Frames show a person in a raccoon mask giving thumbs-up and another person working on a disassembled air fryer base on a white cloth; no operational state, indicator light, or preheating behavior is visible anywhere.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-004,What visible state shows that an air fryer is preheating?,en,Air Fryer,state,development,airfryer-033-scene-0155,airfryer-033,1385.419,1389.523,1,,,no,6帧均只显示空气炸锅橙色指示灯亮起，只能说明设备通电/开启，未出现任何专门标识“预热”状态的显示或动作。,时间按实际证据片段重定位 | 第三轮双复核一致修正：R1=2→indep=1：橙色指示灯仅表明设备通电，不能作为“预热”这一特定状态的直接证据。,R1,completed,2026-07-28T20:35:21+08:00
VQ-004,What visible state shows that an air fryer is preheating?,en,Air Fryer,state,development,airfryer-033-scene-0157,airfryer-033,1391.658,1408.108,2,1391.658,1408.108,no,数字屏显示温度与计时器从设定值开始变化，能说明设备处于活跃状态，但未明确标识“预热”状态。,,R1,completed,2026-07-27T22:14:31+08:00
VQ-004,What visible state shows that an air fryer is preheating?,en,Air Fryer,state,development,airfryer-033-scene-0158,airfryer-033,1408.108,1415.382,1,,,no,6帧中仅第5帧（t=1414.0s）短暂显示空气炸锅数字屏与橙色指示灯，其余帧为人物无关画面；该状态只能说明设备通电，不能确认“预热”。,时间按实际证据片段重定位 | 第三轮双复核一致修正：R1=2→indep=1：单帧显示的“3”和指示灯只能说明设备处于某种通电/运行状态，并非“预热”的特定可见证据，且场景大部分为无关人物画面。,R1,completed,2026-07-28T20:35:21+08:00
VQ-004,What visible state shows that an air fryer is preheating?,en,Air Fryer,state,development,pressure-006-scene-0005,pressure-006,15.083,17.625,1,,,no,画面显示面板数字'880'，但无预热指示灯、预热中文字提示或可见的预热状态，无法回答预热可视状态。,,R1,completed,2026-07-27T22:01:34+08:00
VQ-004,What visible state shows that an air fryer is preheating?,en,Air Fryer,state,development,pressure-006-scene-0006,pressure-006,17.625,19.875,2,17.625,19.875,no,"Every frame shows bright orange-yellow glow from the heating element visible through the circular 'Visual window', indicating the unit is actively heated, which is a visible state consistent with (though not exclusively confirming) preheating.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-004,What visible state shows that an air fryer is preheating?,en,Air Fryer,state,development,pressure-006-scene-0009,pressure-006,26.042,29.458,1,,,no,黄色空气炸锅数字显示屏全亮显示“888”，且手正在操作面板，结合上下文可视为预热/上电状态的可视指示。,"第三轮仲裁修正：R1原记录 等级=3 时间=[26.042,29.458] 泄漏=no → 仲裁 等级=1 时间=[None,None] 泄漏=no。理由：显示屏“888”为通电/面板全段自检显示，并非预热专属状态，产品出现但不回答查询，采纳复核方1级意见。",R1,completed,2026-07-28T20:35:21+08:00
VQ-004,What visible state shows that an air fryer is preheating?,en,Air Fryer,state,development,pressure-006-scene-0010,pressure-006,29.458,34.083,1,,,no,画面未明确展示预热指示灯或“预热中”显示。,,R1,completed,2026-07-27T22:17:08+08:00
VQ-004,What visible state shows that an air fryer is preheating?,en,Air Fryer,state,development,pressure-006-scene-0011,pressure-006,34.083,37.875,0,,,no,"All six frames show cooked chicken wings in an air fryer basket with '1500 W high-power rapid heating' text overlay; no indicator light, display, or visible preheating state is present.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-002-scene-0009,airfryer-002,241.808,257.424,1,,,no,画面仅为向炸篮中装入饼的动作，未显示空气炸锅正在运行或任何烹饪指示。,,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-002-scene-0010,airfryer-002,257.424,283.851,2,257.424,283.851,no,ASR说明泡芙皮呈金黄色且饼干“about done”，可作为烹饪进展的视觉线索，但无运行指示灯等直接证据。,,R1,completed,2026-07-27T22:20:03+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-002-scene-0011,airfryer-002,283.851,328.095,2,283.9,328.095,no,"Frame at t=283.9s shows golden-brown pastries in the basket and the ASR says they are 'fresh out of the air fryer,' indicating a completed cooking state rather than active cooking.","Scene shows completed cooking (golden-brown pastries removed), not actively cooking; downgraded from AI 3.",R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-002-scene-0012,airfryer-002,328.095,337.137,1,,,no,"t=329.9s shows an air fryer on the counter in the background, but the person is only dusting pastries, not cooking.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-002-scene-0013,airfryer-002,337.137,345.145,0,,,no,t=338.7s shows only a plate of pastries being cut open; no air fryer or cooking indicator is visible.,,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-005-scene-0019,airfryer-005,192.535,199.291,1,,,no,"t=193.9s shows a hand seasoning raw eggs inside the air fryer basket, but no active cooking indicator is shown.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-005-scene-0023,airfryer-005,227.314,232.694,2,227.314,232.694,no,画面展示烹饪完成后的金黄色成品，可反推烹饪过程已发生，但并未直接展示“正在烹饪”的运行状态。,AI原判为3级，但画面为事后成品而非运行中的直接证据，故降为2级。,R1,completed,2026-07-27T22:23:08+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-005-scene-0024,airfryer-005,232.694,239.199,2,232.7,239.199,no,"Frames at 232.7s-239.2s show the closed air fryer in front of the man with ASR mentioning 'golden brown toast', giving adjacent cooking-state cues but not live cooking.",时间按实际证据片段重定位,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-005-scene-0025,airfryer-005,239.199,243.87,2,239.199,243.87,no,画面直接展示炸篮内有食物（面包、鸡蛋、培根）正在进行烹饪，但没有蒸汽、计时器读数等额外运行指示。,,R1,completed,2026-07-27T22:10:25+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-005-scene-0027,airfryer-005,266.222,270.142,1,,,no,画面展示炸篮内盛有食物，可推断处于烹饪准备/进行阶段，但无运行指示灯、蒸汽或计时器等明确烹饪中证据。,AI原判为0级，但炸篮内食物清晰可见，属于同产品背景且与“正在烹饪”相邻，故升为1级。,R1,completed,2026-07-27T22:14:31+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-005-scene-0031,airfryer-005,280.4,283.653,1,,,no,"At t=282.4s, the basket is open and food sits on a plate; no steam, display animation, or sound indicates active cooking.","Same air fryer product is present, but no evidence of active cooking state.",R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-006-scene-0001,airfryer-006,0.0,4.538,0,,,no,画面无空气炸锅运行状态或指示。,,R1,completed,2026-07-27T22:14:31+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-006-scene-0005,airfryer-006,16.817,19.92,2,16.817,19.92,no,显示屏显示350°F与4分钟设定，说明设备已设置并即将/正在工作，但无蒸汽、风扇等直接运行证据。,,R1,completed,2026-07-27T22:20:03+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-006-scene-0006,airfryer-006,19.92,24.358,2,21.7,23.5,no,第3帧 t=21.7s 起可见食物在炸篮中被翻动，第5帧 t=23.5s 仍有翻动动作，且屏幕文字提示'FLIP AND COOK FOR AN ADDITIONAL 1-2 MINUTES'，表明正在烹饪。,与AI等级一致，但将时间从整个窗口细化到具体帧范围。,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-006-scene-0007,airfryer-006,24.358,31.18,0,,,no,t=24.4s shows only a pastry on a plate being dusted with powdered sugar; no air fryer is visible.,,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-011-scene-0001,airfryer-011,0.0,107.95,2,48.0,52.0,no,画面未清晰呈现烹饪中的可视状态，但 ASR 提到'cook for four minutes'说明设备正在运行，只能部分回答。,,R1,completed,2026-07-27T22:01:34+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-017-scene-0002,airfryer-017,2.97,6.473,1,,,no,"At t=3.0-6.5s, the presenter stands beside a non-operational stainless steel air fryer with a note reading 'DO NOT Order Again!' and no cooking display or activity visible.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-017-scene-0019,airfryer-017,149.049,156.757,0,,,no,No frame shows the air fryer operating; the unit appears off while the drawer is removed.,No cooking indicator visible; lowered from AI grade 1 to 0.,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-017-scene-0020,airfryer-017,156.757,159.259,1,,,no,"At t=156.8-158.8s the open interior is shown with no fan motion, no lit display, no food inside, and no timer audible or visible indicating active cooking.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-017-scene-0022,airfryer-017,164.264,172.005,1,,,no,画面展示打开盖子后的内腔，但未展示食物、加热指示灯或运行声响等烹饪中迹象。,,R1,completed,2026-07-27T22:12:04+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-017-scene-0112,airfryer-017,1506.839,1523.722,1,,,no,显示屏显示OFF，说明当前未在烹饪，但设备本体可见。,,R1,completed,2026-07-27T22:20:03+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-017-scene-0114,airfryer-017,1533.198,1537.136,0,,,no,"Frame at t=1535.6s shows a note being placed on the air fryer, with no visible cooking indicator, steam, light, or display activity.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-024-scene-0009,airfryer-024,36.536,40.974,3,36.536,40.974,no,画面展示炸篮内有食物，并标注GRILLING/SEARING/BROILING模式，数字屏显示375°F，直接说明正在烹饪。,,R1,completed,2026-07-27T22:17:08+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-024-scene-0011,airfryer-024,43.777,56.69,3,46.4,54.1,no,"Frames from t=46.4s to t=54.1s show the countdown timer, glowing heating element, and animated hot air circulating around food inside the cutaway air fryer, directly showing active cooking.","Upgraded from AI grade 2 because the visual directly depicts the cooking process with timer, heat element, and hot-air animation.",R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-024-scene-0012,airfryer-024,56.69,63.73,2,56.7,63.7,no,"t=56.7s shows the air fryer basket with food and a 'Brio Time Lapse Sampler Basket 10 minutes' overlay, indicating an active cooking state.",时间按实际证据片段重定位,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-024-scene-0015,airfryer-024,70.137,73.974,1,,,no,第1-6帧展示的是已烹饪完成的食物被取出，叠加'Auto Shut-Off'文字表示烹饪结束，而非正在烹饪的状态，不能回答如何看出正在烹饪。,时间按实际证据片段重定位 | 第三轮双复核一致修正：R1=2偏高：画面展示的是烹饪完成后取出食物与Auto Shut-Off状态，不能说明正在烹饪。,R1,completed,2026-07-28T20:35:21+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-024-scene-0024,airfryer-024,106.773,109.109,2,106.8,109.1,no,"From t=106.8s to t=109.1s, the open basket reveals already-cooked food while the display stays lit, but the open lid means it is not actively cooking.","The basket is open with already-cooked food, so it shows a cooking result rather than the active cooking state asked in the query.",R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-024-scene-0025,airfryer-024,109.109,112.846,1,,,no,第1-6帧 t=109.1s-112.8s 均展示炸篮中已烤好的蔬菜，无蒸汽、计时器跳动或运行指示灯等正在烹饪的标志。,AI等级为2，但画面展示的是已完成的烤蔬菜，属于烹饪结束后的状态，不能说明烹饪进行中的可见迹象。,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-027-scene-0001,airfryer-027,0.0,7.508,0,,,no,画面无空气炸锅显示器、运行声或语音提到正在烹饪。,,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-027-scene-0002,airfryer-027,7.508,283.4,1,,,no,画面以烤箱流程和成品为主，117.9s 帧虽有空气炸锅显示数字，但无明确运行/烹饪状态指示，无法回答'正在烹饪'的可视标志。,,R1,completed,2026-07-27T22:01:40+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-029-scene-0008,airfryer-029,38.0,43.92,1,,,no,炸篮部分打开，无运行指示灯、蒸汽或计时器等烹饪中证据。,,R1,completed,2026-07-27T22:14:31+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-029-scene-0009,airfryer-029,43.92,47.24,1,,,no,"Frame at t=46.6s shows the empty open basket and red latch mechanism, with no visible or audible sign that the appliance is actively cooking.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-029-scene-0035,airfryer-029,197.32,200.52,1,,,no,"At t=197.3-200.5s, the chef prepares raw chicken legs on a plate while the black air fryer sits inactive on the counter with no illuminated display or steam.","An air fryer is present in the background, but it shows no signs of active cooking.",R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-029-scene-0040,airfryer-029,228.04,233.68,1,,,no,"At t=228.0s-233.7s the video only shows raw chicken being handled and placed into the air fryer basket; no operational display, steam, or other sign of active cooking is visible.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-029-scene-0045,airfryer-029,272.4,276.6,2,272.4,276.6,no,旋钮被调节且ASR说明预热/高温设置，可推断设备处于工作状态，但无蒸汽、风扇等直接烹饪证据。,,R1,completed,2026-07-27T22:23:08+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-029-scene-0049,airfryer-029,304.4,307.84,1,,,no,From t=304.4s to t=307.8s the chef is only arranging marinated chicken pieces into the air fryer basket; the appliance shows no active cooking indicators.,,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-029-scene-0055,airfryer-029,324.32,326.44,1,,,no,画面仅展示旋钮与指南标签，未出现食物、指示灯、蒸汽或运行状态，不能回答'正在烹饪'。,AI预标2级，但画面无烹饪状态证据，修正为1级。,R1,completed,2026-07-27T22:01:40+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-029-scene-0058,airfryer-029,343.4,349.16,2,343.4,348.0,no,"At t=343.4s-348.0s the basket contains browned chicken and the ASR explains checking 'that it is getting color' after about 10 minutes, which partially addresses observing cooking progress by appearance.",时间按实际证据片段重定位,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-029-scene-0070,airfryer-029,431.84,436.0,3,432.7,436.0,no,"At t=432.7s-436.0s the chef stirs food inside the air fryer and the ASR explicitly says 'it is still sizzling here', directly identifying an audible cue that the appliance is actively cooking.",Upgraded from AI grade 2 to 3 because the speech explicitly names the sizzling sound as a sign of active cooking.,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-029-scene-0083,airfryer-029,520.88,524.24,1,,,no,"At t=520.9-524.2s, the chef presents a plate of cooked chicken next to a closed air fryer with no illuminated display or steam indicating active cooking.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-032-scene-0006,airfryer-032,14.767,16.767,1,,,no,6帧仅展示内部螺旋加热元件的静态画面，未见元件发红、风扇转动、蒸汽或倒计时等任何表明正在烹饪的动态指示。,第三轮双复核一致修正：R1=2→indep=1：画面中加热元件未明确呈现通电发热状态，无法据此判断空气炸锅正在烹饪；时间区间不再适用。,R1,completed,2026-07-28T20:35:21+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-032-scene-0020,airfryer-032,77.067,79.367,0,,,no,"From t=77.1s to t=79.4s the contact sheet shows only an air fryer basket being scrubbed with soapy water and a cloth; no cooking activity, heat, or operating display is visible.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-032-scene-0039,airfryer-032,176.367,179.167,3,177.5,178.6,no,第3-5帧（t=177.5s-178.6s）显示屏显示'400°F'加倒计时数字'5'，表明空气炸锅当前处于带计时器的运行烹饪状态。,时间按实际证据片段重定位,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-032-scene-0047,airfryer-032,229.433,232.433,1,,,no,"Frames show a static close-up of the open air fryer interior with spiral heating element and residue on the basket floor; there is no motion blur, steam, running fan, illuminated display, or any visual cue of active cooking underway.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-032-scene-0094,airfryer-032,449.5,452.5,1,,,no,"Across t=449.5-452.5s the spiral coil and dirty base are visible but there is no fan motion, lit indicator, food, or timer indicating active cooking.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-033-scene-0034,airfryer-033,251.818,257.024,2,251.818,257.024,no,显示屏显示200°且指示灯亮，说明设备通电/工作中，但无蒸汽、食物状态变化等直接烹饪证据。,,R1,completed,2026-07-27T22:23:08+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-033-scene-0125,airfryer-033,988.922,994.795,1,,,no,"t=988.9s shows the opened air fryer interior being handled, but no cooking activity or indicator is visible.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-033-scene-0137,airfryer-033,1161.395,1169.336,1,,,no,"At t=1161.4-1169.3s, the video shows hands removing and handling the air fryer lid, with no visible power, display, or heating activity.","The scene only shows lid removal/assembly, not cooking, so it cannot answer how to tell the air fryer is cooking.",R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-033-scene-0148,airfryer-033,1312.045,1314.581,2,1313.6,1314.1,no,"At t=1313.6s-1314.1s the digital display lights up showing 200° while a finger presses a button, indicating the air fryer is powered on and set to a cooking temperature, but food is not visibly cooking inside.",时间按实际证据片段重定位,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-033-scene-0149,airfryer-033,1314.581,1319.119,1,,,no,虽然显示屏亮起且呈现'200°C'温度图标，但炸篮处于完全抽出打开状态，设备在此状态下无法真正处于'正在烹饪'，故不能视为在烹饪证据。,AI=2→R1=1：炸篮处于抽出打开状态显示设备实际未运行，温度显示只是设定结果而非'正在烹饪'状态。,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-033-scene-0155,airfryer-033,1385.419,1389.523,1,,,no,6帧画面主要显示空气炸锅橙色指示灯亮起和一只手的局部，未看到食物、蒸汽或倒计时等能确认正在烹饪的迹象。,"Downgraded from AI grade 3 because the illuminated lights only show the appliance is on, not that it is actively cooking. | 第三轮双复核一致修正：R1=2→indep=1：仅凭橙色指示灯无法确认“正在烹饪”，缺少食物、倒计时或运行状态等直接证据。",R1,completed,2026-07-28T20:35:21+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-033-scene-0157,airfryer-033,1391.658,1408.108,3,1391.658,1408.108,no,数字屏显示倒计时从5分钟递减，且温度保持200°，是空气炸锅正在烹饪的直接证据。,,R1,completed,2026-07-27T22:14:31+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,airfryer-033-scene-0162,airfryer-033,1437.404,1457.658,3,1437.404,1441.5,no,"At t=1437.4s, the air fryer display shows illuminated orange LEDs while fries are visible inside the open basket, indicating active cooking.",时间按实际证据片段重定位,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,pressure-006-scene-0005,pressure-006,15.083,17.625,3,16.0,17.0,no,画面中空气炸锅透明视窗内可见食物正在加热，机身显示'880'，60%帧（t≈16.6s）清晰显示腔内食物处于烹饪状态，能直接回答'正在烹饪'。,维持3级，但时间按实际可见烹饪画面收窄至 t=16.0-17.0s。,R1,completed,2026-07-27T22:01:34+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,pressure-006-scene-0006,pressure-006,17.625,19.875,3,17.625,19.875,no,"All frames at t=17.6s–19.9s show food cooking inside the air fryer with orange glow clearly visible through the labeled 'Visual window', directly demonstrating how to visually confirm the air fryer is cooking.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,pressure-006-scene-0007,pressure-006,19.875,22.417,2,19.9,21.9,no,"Frames at 19.9s and 22.5s show 'Visual window' label on the closed appliance while 20.9s-21.9s show browned food inside, together suggesting visual cues for monitoring cooking.",时间按实际证据片段重定位,R1,completed,2026-07-28T01:18:39+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,pressure-006-scene-0009,pressure-006,26.042,29.458,2,26.042,29.458,no,显示屏点亮“888”且手在操作面板，说明设备已通电/处于活跃状态，但无食物沸腾、蒸汽等直接烹饪证据。,,R1,completed,2026-07-27T22:23:08+08:00
VQ-005,怎样看出空气炸锅正在烹饪？,zh-CN,Air Fryer,state,development,pressure-006-scene-0010,pressure-006,29.458,34.083,3,29.458,34.083,no,画面直接展示食物在空炸锅内烹饪，并叠加“360 air cooking”“1500W high-power rapid heating”文字，明确说明正在烹饪。,,R1,completed,2026-07-27T22:17:08+08:00
VQ-006,What does an air fryer show when cooking is complete?,en,Air Fryer,state,development,airfryer-002-scene-0006,airfryer-002,126.393,137.271,1,,,no,"The entire scene depicts food preparation (handling dough, brushing with egg) with the air fryer merely present as background equipment; no beep, light change, display message, or other cooking-completion signal appears in any frame.","第三轮仲裁修正：R1原记录 等级=0 时间=[None,None] 泄漏=no → 仲裁 等级=1 时间=[None,None] 泄漏=no。理由：采纳复核方：空气炸锅在全部6帧背景中清晰可见，同产品出现但场景为酥皮备餐无烹饪完成信号，符合等级1。",R1,completed,2026-07-28T20:35:21+08:00
VQ-006,What does an air fryer show when cooking is complete?,en,Air Fryer,state,development,airfryer-002-scene-0010,airfryer-002,257.424,283.851,3,283.351,283.851,no,画面展示炸篮中取出的成品呈金黄色，ASR说“our cookies are about done”，可作为烹饪完成状态。,,R1,completed,2026-07-27T22:20:03+08:00
VQ-006,What does an air fryer show when cooking is complete?,en,Air Fryer,state,development,airfryer-002-scene-0011,airfryer-002,283.851,328.095,3,283.9,328.095,no,"Frame at t=283.9s shows golden-brown pastries in the air fryer basket, and the ASR states 'the puff pastry is golden brown... fresh out of the air fryer,' directly indicating the completed cooking state.",时间按实际证据片段重定位,R1,completed,2026-07-28T01:18:39+08:00
VQ-006,What does an air fryer show when cooking is complete?,en,Air Fryer,state,development,airfryer-002-scene-0013,airfryer-002,337.137,345.145,0,,,no,t=338.7s shows only plated pastries being cut; no air fryer display or cooking-completion cue is present.,,R1,completed,2026-07-28T01:18:39+08:00
VQ-006,What does an air fryer show when cooking is complete?,en,Air Fryer,state,development,airfryer-005-scene-0004,airfryer-005,68.307,80.609,0,,,no,"The scene only shows raw ingredient preparation (eggs, bacon, bread) next to a closed air fryer; no cooking has begun or completed, so nothing indicates what the air fryer displays or signals upon cooking completion.",,R1,completed,2026-07-28T01:18:39+08:00
VQ-006,What does an air fryer show when cooking is complete?,en,Air Fryer,state,development,airfryer-005-scene-0023,airfryer-005,227.314,232.694,3,227.314,232.694,no,ASR提到计时器响起（timer goes off），画面展示金黄色熟食被取出，直接对应烹饪完成。,,R1,completed,2026-07-27T22:23:08+08:00
VQ-006,What does an air fryer show when cooking is complete?,en,Air Fryer,state,development,airfryer-005-scene-0025,airfryer-005,239.199,243.87,1,,,no,画面为静态食物特写，无完成提示灯、蜂鸣器或显示屏变化。,,R1,completed,2026-07-27T22:10:25+08:00
VQ-006,What does an air fryer show when cooking is complete?,en,Air Fryer,state,development,airfryer-005-scene-0027,airfryer-005,266.222,270.142,1,,,no,画面为食物在炸篮中的静态画面，无完成提示灯、蜂鸣或显示归零。,"第三轮仲裁修正：R1原记录 等级=0 时间=[None,None] 泄漏=no → 仲裁 等级=1 时间=[None,None] 泄漏=no。理由：采纳复核方：空气炸锅炸篮在全部6帧中为核心特写对象，同产品出现但仅为静态食物画面无完成提示灯/蜂鸣/显示归零等设备自身信号，符合等级1。",R1,completed,2026-07-28T20:35:21+08:00
VQ-006,What does an air fryer show when cooking is complete?,en,Air Fryer,state,development,airfryer-005-scene-0029,airfryer-005,272.56,276.897,2,272.6,276.897,no,"Frames at 272.6-276.9s show a cooked sandwich being lifted out of the open air fryer basket, indicating cooking finished, but the air fryer's own display/indicator is not visible so what it 'shows' cannot be confirmed.","AI marked 3 but the air fryer display/indicator is not in frame, only the food being removed; this is partial rather than a direct answer.",R1,completed,2026-07-28T01:18:39+08:00
VQ-006,What does an air fryer show when cooking is complete?,en,Air Fryer,state,development,airfryer-005-scene-0039,airfryer-005,338.741,352.002,0,,,no,"The frames show plated food, not the air fryer or any completion indicator.",,R1,completed,2026-07-28T01:18:39+08:00
